"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","FIRNumber","UnitId","DistrictId","DateOfFIR","CrimeType","Status","Latitude","Longitude"
"48211000000068954","48211000000013007","2026-07-22 09:26:57:123","2026-07-22 09:26:57:123","FIR/2026/00022","48211000000072933","48211000000054381","2025-12-11","Fraud","Chargesheeted","16.066763","75.570559"
"48211000000068955","48211000000013007","2026-07-22 09:26:57:125","2026-07-22 09:26:57:125","FIR/2026/00023","48211000000072933","48211000000054381","2025-10-28","Burglary","Under Investigation","16.072943","75.585916"
"48211000000068956","48211000000013007","2026-07-22 09:26:57:127","2026-07-22 09:26:57:127","FIR/2026/00024","48211000000072933","48211000000054381","2026-02-10","Theft","Under Investigation","16.077964","75.57753"
"48211000000068957","48211000000013007","2026-07-22 09:26:57:129","2026-07-22 09:26:57:129","FIR/2026/00025","48211000000072933","48211000000054381","2025-12-28","Theft","Closed","16.057509","75.571596"
"48211000000068958","48211000000013007","2026-07-22 09:26:57:131","2026-07-22 09:26:57:131","FIR/2026/00026","48211000000072933","48211000000054381","2026-04-21","Domestic Violence","Chargesheeted","16.062204","75.576285"
"48211000000068959","48211000000013007","2026-07-22 09:26:57:133","2026-07-22 09:26:57:133","FIR/2026/00027","48211000000072933","48211000000054381","2025-12-22","Theft","Under Investigation","16.069829","75.58734"
"48211000000068960","48211000000013007","2026-07-22 09:26:57:135","2026-07-22 09:26:57:135","FIR/2026/00028","48211000000072933","48211000000054381","2026-01-18","Domestic Violence","Chargesheeted","16.062833","75.573995"
"48211000000068961","48211000000013007","2026-07-22 09:26:57:137","2026-07-22 09:26:57:137","FIR/2026/00029","48211000000072933","48211000000054381","2025-10-06","Extortion","Under Investigation","16.059943","75.544977"
"48211000000068962","48211000000013007","2026-07-22 09:26:57:139","2026-07-22 09:26:57:139","FIR/2026/00030","48211000000072933","48211000000054381","2025-09-05","Assault","Under Investigation","16.050879","75.572995"
"48211000000068963","48211000000013007","2026-07-22 09:26:57:140","2026-07-22 09:26:57:140","FIR/2026/00031","48211000000072933","48211000000054381","2025-11-11","Extortion","Chargesheeted","16.069895","75.568448"
"48211000000068964","48211000000013007","2026-07-22 09:26:57:142","2026-07-22 09:26:57:142","FIR/2026/00032","48211000000072933","48211000000054381","2026-01-06","Chain Snatching","Closed","16.063144","75.580835"
"48211000000068965","48211000000013007","2026-07-22 09:26:57:144","2026-07-22 09:26:57:144","FIR/2026/00033","48211000000072933","48211000000054381","2026-05-14","Cybercrime","Under Investigation","16.057548","75.57909"
"48211000000068966","48211000000013007","2026-07-22 09:26:57:146","2026-07-22 09:26:57:146","FIR/2026/00034","48211000000072933","48211000000054381","2025-11-15","Theft","Chargesheeted","16.073999","75.582689"
"48211000000068967","48211000000013007","2026-07-22 09:26:57:148","2026-07-22 09:26:57:148","FIR/2026/00035","48211000000072933","48211000000054381","2026-03-13","Domestic Violence","Chargesheeted","16.044066","75.59045"
"48211000000068968","48211000000013007","2026-07-22 09:26:57:150","2026-07-22 09:26:57:150","FIR/2026/00036","48211000000072933","48211000000054381","2026-01-26","Vehicle Theft","Closed","16.061528","75.584172"
"48211000000068969","48211000000013007","2026-07-22 09:26:57:152","2026-07-22 09:26:57:152","FIR/2026/00037","48211000000072933","48211000000054381","2025-10-31","Assault","Under Investigation","16.05784","75.575609"
"48211000000068970","48211000000013007","2026-07-22 09:26:57:153","2026-07-22 09:26:57:153","FIR/2026/00038","48211000000072933","48211000000054381","2026-07-13","Theft","Closed","16.058822","75.575303"
"48211000000068971","48211000000013007","2026-07-22 09:26:57:155","2026-07-22 09:26:57:155","FIR/2026/00039","48211000000072933","48211000000054381","2026-01-07","Cybercrime","Under Investigation","16.069186","75.575065"
"48211000000068972","48211000000013007","2026-07-22 09:26:57:157","2026-07-22 09:26:57:157","FIR/2026/00040","48211000000072933","48211000000054381","2025-11-27","Domestic Violence","Under Investigation","16.079208","75.57843"
"48211000000068973","48211000000013007","2026-07-22 09:26:57:159","2026-07-22 09:26:57:159","FIR/2026/00041","48211000000072933","48211000000054381","2025-12-21","Theft","Under Investigation","16.077914","75.577931"
"48211000000068974","48211000000013007","2026-07-22 09:26:57:161","2026-07-22 09:26:57:161","FIR/2026/00042","48211000000072933","48211000000054381","2026-01-03","Burglary","Chargesheeted","16.05697","75.576472"
"48211000000068975","48211000000013007","2026-07-22 09:26:57:163","2026-07-22 09:26:57:163","FIR/2026/00043","48211000000072933","48211000000054381","2025-10-29","Theft","Chargesheeted","16.071673","75.571447"
"48211000000068976","48211000000013007","2026-07-22 09:26:57:164","2026-07-22 09:26:57:164","FIR/2026/00044","48211000000072933","48211000000054381","2026-02-04","Vehicle Theft","Under Investigation","16.055694","75.569553"
"48211000000068977","48211000000013007","2026-07-22 09:26:57:166","2026-07-22 09:26:57:166","FIR/2026/00045","48211000000072933","48211000000054381","2026-02-11","Cybercrime","Chargesheeted","16.067836","75.588946"
"48211000000068978","48211000000013007","2026-07-22 09:26:57:168","2026-07-22 09:26:57:168","FIR/2026/00046","48211000000072933","48211000000054381","2025-08-29","Chain Snatching","Under Investigation","16.103729","75.553212"
"48211000000068979","48211000000013007","2026-07-22 09:26:57:170","2026-07-22 09:26:57:170","FIR/2026/00047","48211000000072933","48211000000054381","2025-11-14","Fraud","Under Investigation","16.072419","75.582344"
"48211000000068980","48211000000013007","2026-07-22 09:26:57:172","2026-07-22 09:26:57:172","FIR/2026/00048","48211000000072933","48211000000054381","2025-12-28","Theft","Under Investigation","16.055888","75.580807"
"48211000000068981","48211000000013007","2026-07-22 09:26:57:174","2026-07-22 09:26:57:174","FIR/2026/00049","48211000000072933","48211000000054381","2025-08-01","Robbery","Closed","16.074848","75.573938"
"48211000000068982","48211000000013007","2026-07-22 09:26:57:176","2026-07-22 09:26:57:176","FIR/2026/00050","48211000000072933","48211000000054381","2025-10-01","Assault","Chargesheeted","16.07089","75.588445"
"48211000000068983","48211000000013007","2026-07-22 09:26:57:178","2026-07-22 09:26:57:178","FIR/2026/00051","48211000000072933","48211000000054381","2025-12-12","Assault","Closed","16.066019","75.576836"
"48211000000068984","48211000000013007","2026-07-22 09:26:57:179","2026-07-22 09:26:57:179","FIR/2026/00052","48211000000072933","48211000000054381","2025-10-08","Burglary","Closed","16.048427","75.560013"
"48211000000068985","48211000000013007","2026-07-22 09:26:57:181","2026-07-22 09:26:57:181","FIR/2026/00053","48211000000072933","48211000000054381","2026-03-14","Cybercrime","Under Investigation","16.056924","75.589394"
"48211000000068986","48211000000013007","2026-07-22 09:26:57:183","2026-07-22 09:26:57:183","FIR/2026/00054","48211000000072933","48211000000054381","2025-09-11","Burglary","Under Investigation","16.068076","75.572471"
"48211000000068987","48211000000013007","2026-07-22 09:26:57:185","2026-07-22 09:26:57:185","FIR/2026/00055","48211000000072933","48211000000054381","2025-09-17","Cybercrime","Chargesheeted","16.05975","75.57488"
"48211000000068988","48211000000013007","2026-07-22 09:26:57:187","2026-07-22 09:26:57:187","FIR/2026/00056","48211000000072933","48211000000054381","2026-03-22","Theft","Closed","16.089904","75.594729"
"48211000000068989","48211000000013007","2026-07-22 09:26:57:189","2026-07-22 09:26:57:189","FIR/2026/00057","48211000000072933","48211000000054381","2026-06-24","Extortion","Under Investigation","16.056594","75.568516"
"48211000000068990","48211000000013007","2026-07-22 09:26:57:190","2026-07-22 09:26:57:190","FIR/2026/00058","48211000000072933","48211000000054381","2026-04-12","Theft","Under Investigation","16.066659","75.567734"
"48211000000068991","48211000000013007","2026-07-22 09:26:57:192","2026-07-22 09:26:57:192","FIR/2026/00059","48211000000072933","48211000000054381","2025-09-25","Chain Snatching","Under Investigation","16.034567","75.589426"
"48211000000068992","48211000000013007","2026-07-22 09:26:57:194","2026-07-22 09:26:57:194","FIR/2026/00060","48211000000072933","48211000000054381","2025-11-22","Robbery","Under Investigation","16.066748","75.569285"
"48211000000068993","48211000000013007","2026-07-22 09:26:57:196","2026-07-22 09:26:57:196","FIR/2026/00061","48211000000072933","48211000000054381","2026-07-12","Extortion","Chargesheeted","16.053448","75.609079"
"48211000000068994","48211000000013007","2026-07-22 09:26:57:199","2026-07-22 09:26:57:199","FIR/2026/00062","48211000000072933","48211000000054381","2026-01-17","Theft","Chargesheeted","16.060596","75.577475"
"48211000000068995","48211000000013007","2026-07-22 09:26:57:201","2026-07-22 09:26:57:201","FIR/2026/00063","48211000000072933","48211000000054381","2026-04-04","Robbery","Under Investigation","16.057543","75.568133"
"48211000000068996","48211000000013007","2026-07-22 09:26:57:203","2026-07-22 09:26:57:203","FIR/2026/00064","48211000000072933","48211000000054381","2025-11-14","Cybercrime","Closed","16.061985","75.571789"
"48211000000068997","48211000000013007","2026-07-22 09:26:57:205","2026-07-22 09:26:57:205","FIR/2026/00065","48211000000072933","48211000000054381","2026-01-16","Assault","Chargesheeted","16.10499","75.570905"
"48211000000068998","48211000000013007","2026-07-22 09:26:57:207","2026-07-22 09:26:57:207","FIR/2026/00066","48211000000072933","48211000000054381","2026-06-10","Domestic Violence","Closed","16.058009","75.572073"
"48211000000068999","48211000000013007","2026-07-22 09:26:57:208","2026-07-22 09:26:57:208","FIR/2026/00067","48211000000072933","48211000000054381","2025-12-29","Theft","Closed","16.068737","75.577184"
"48211000000069000","48211000000013007","2026-07-22 09:26:57:211","2026-07-22 09:26:57:211","FIR/2026/00068","48211000000072933","48211000000054381","2025-09-11","Robbery","Under Investigation","16.086969","75.59659"
"48211000000071758","48211000000013007","2026-07-22 09:27:57:109","2026-07-22 09:27:57:109","FIR/2026/01513","48211000000072939","48211000000054381","2026-01-06","Assault","Chargesheeted","15.871549","75.961488"
"48211000000071759","48211000000013007","2026-07-22 09:27:57:112","2026-07-22 09:27:57:112","FIR/2026/01514","48211000000072939","48211000000054381","2025-10-16","Assault","Chargesheeted","15.871125","75.955919"
"48211000000071760","48211000000013007","2026-07-22 09:27:57:114","2026-07-22 09:27:57:114","FIR/2026/01515","48211000000072939","48211000000054381","2026-03-29","Assault","Under Investigation","15.863552","75.964449"
"48211000000071761","48211000000013007","2026-07-22 09:27:57:115","2026-07-22 09:27:57:115","FIR/2026/01516","48211000000072939","48211000000054381","2026-04-06","Assault","Chargesheeted","15.869134","75.961686"
"48211000000071762","48211000000013007","2026-07-22 09:27:57:117","2026-07-22 09:27:57:117","FIR/2026/01517","48211000000072939","48211000000054381","2025-08-14","Assault","Under Investigation","15.867548","75.967441"
"48211000000071763","48211000000013007","2026-07-22 09:27:57:118","2026-07-22 09:27:57:118","FIR/2026/01518","48211000000072939","48211000000054381","2025-09-06","Theft","Chargesheeted","15.877529","75.962722"
"48211000000071764","48211000000013007","2026-07-22 09:27:57:120","2026-07-22 09:27:57:120","FIR/2026/01519","48211000000072940","48211000000054381","2026-06-25","Chain Snatching","Closed","16.160278","75.291321"
"48211000000071765","48211000000013007","2026-07-22 09:27:57:121","2026-07-22 09:27:57:121","FIR/2026/01520","48211000000072940","48211000000054381","2026-03-25","Theft","Chargesheeted","16.164743","75.295183"
"48211000000071766","48211000000013007","2026-07-22 09:27:57:122","2026-07-22 09:27:57:122","FIR/2026/01521","48211000000072940","48211000000054381","2026-02-22","Burglary","Closed","16.181124","75.32328"
"48211000000071767","48211000000013007","2026-07-22 09:27:57:124","2026-07-22 09:27:57:124","FIR/2026/01522","48211000000072940","48211000000054381","2025-09-26","Theft","Under Investigation","16.163442","75.300845"
"48211000000071768","48211000000013007","2026-07-22 09:27:57:125","2026-07-22 09:27:57:125","FIR/2026/01523","48211000000072940","48211000000054381","2026-02-17","Vehicle Theft","Under Investigation","16.156978","75.312495"
"48211000000071769","48211000000013007","2026-07-22 09:27:57:127","2026-07-22 09:27:57:127","FIR/2026/01524","48211000000072940","48211000000054381","2026-02-03","Theft","Closed","16.177414","75.312215"
"48211000000071770","48211000000013007","2026-07-22 09:27:57:128","2026-07-22 09:27:57:128","FIR/2026/01525","48211000000072940","48211000000054381","2025-09-12","Burglary","Chargesheeted","16.16661","75.31225"
"48211000000071771","48211000000013007","2026-07-22 09:27:57:130","2026-07-22 09:27:57:130","FIR/2026/01526","48211000000072940","48211000000054381","2026-06-08","Chain Snatching","Under Investigation","16.163307","75.30671"
"48211000000071772","48211000000013007","2026-07-22 09:27:57:131","2026-07-22 09:27:57:131","FIR/2026/01527","48211000000072940","48211000000054381","2026-04-11","Assault","Chargesheeted","16.173199","75.299708"
"48211000000071773","48211000000013007","2026-07-22 09:27:57:133","2026-07-22 09:27:57:133","FIR/2026/01528","48211000000072940","48211000000054381","2025-12-22","Vehicle Theft","Under Investigation","16.1582","75.309968"
"48211000000071774","48211000000013007","2026-07-22 09:27:57:134","2026-07-22 09:27:57:134","FIR/2026/01529","48211000000072940","48211000000054381","2025-11-02","Chain Snatching","Under Investigation","16.15729","75.307104"
"48211000000071775","48211000000013007","2026-07-22 09:27:57:135","2026-07-22 09:27:57:135","FIR/2026/01530","48211000000072940","48211000000054381","2025-08-29","Chain Snatching","Chargesheeted","16.178466","75.299921"
"48211000000071776","48211000000013007","2026-07-22 09:27:57:137","2026-07-22 09:27:57:137","FIR/2026/01531","48211000000072940","48211000000054381","2026-05-03","Assault","Under Investigation","16.164232","75.302014"
"48211000000071777","48211000000013007","2026-07-22 09:27:57:138","2026-07-22 09:27:57:138","FIR/2026/01532","48211000000072940","48211000000054381","2026-04-05","Burglary","Under Investigation","16.1586","75.305776"
"48211000000071778","48211000000013007","2026-07-22 09:27:57:140","2026-07-22 09:27:57:140","FIR/2026/01533","48211000000072940","48211000000054381","2025-09-05","Theft","Under Investigation","16.177795","75.302637"
"48211000000071779","48211000000013007","2026-07-22 09:27:57:141","2026-07-22 09:27:57:141","FIR/2026/01534","48211000000072940","48211000000054381","2025-09-05","Robbery","Chargesheeted","16.187557","75.315446"
"48211000000071780","48211000000013007","2026-07-22 09:27:57:143","2026-07-22 09:27:57:143","FIR/2026/01535","48211000000072940","48211000000054381","2025-11-14","Theft","Chargesheeted","16.16118","75.301021"
"48211000000071781","48211000000013007","2026-07-22 09:27:57:144","2026-07-22 09:27:57:144","FIR/2026/01536","48211000000072940","48211000000054381","2026-07-02","Theft","Chargesheeted","16.156369","75.32341"
"48211000000071782","48211000000013007","2026-07-22 09:27:57:146","2026-07-22 09:27:57:146","FIR/2026/01537","48211000000072940","48211000000054381","2025-12-31","Vehicle Theft","Chargesheeted","16.167775","75.303091"
"48211000000071783","48211000000013007","2026-07-22 09:27:57:147","2026-07-22 09:27:57:147","FIR/2026/01538","48211000000072940","48211000000054381","2026-06-22","Chain Snatching","Under Investigation","16.177454","75.31249"
"48211000000071784","48211000000013007","2026-07-22 09:27:57:149","2026-07-22 09:27:57:149","FIR/2026/01539","48211000000072940","48211000000054381","2025-11-05","Theft","Under Investigation","16.176133","75.30365"
"48211000000071785","48211000000013007","2026-07-22 09:27:57:150","2026-07-22 09:27:57:150","FIR/2026/01540","48211000000072940","48211000000054381","2026-04-30","Theft","Chargesheeted","16.146535","75.295548"
"48211000000071786","48211000000013007","2026-07-22 09:27:57:152","2026-07-22 09:27:57:152","FIR/2026/01541","48211000000072940","48211000000054381","2026-05-05","Assault","Chargesheeted","16.176359","75.306592"
"48211000000071787","48211000000013007","2026-07-22 09:27:57:153","2026-07-22 09:27:57:153","FIR/2026/01542","48211000000072940","48211000000054381","2026-06-26","Chain Snatching","Under Investigation","16.164682","75.291606"
"48211000000071788","48211000000013007","2026-07-22 09:27:57:155","2026-07-22 09:27:57:155","FIR/2026/01543","48211000000072940","48211000000054381","2026-01-11","Theft","Under Investigation","16.162167","75.293078"
"48211000000071789","48211000000013007","2026-07-22 09:27:57:156","2026-07-22 09:27:57:156","FIR/2026/01544","48211000000072940","48211000000054381","2025-10-01","Extortion","Under Investigation","16.178538","75.302543"
"48211000000071790","48211000000013007","2026-07-22 09:27:57:158","2026-07-22 09:27:57:158","FIR/2026/01545","48211000000072940","48211000000054381","2026-03-29","Chain Snatching","Closed","16.169338","75.307822"
"48211000000071791","48211000000013007","2026-07-22 09:27:57:159","2026-07-22 09:27:57:159","FIR/2026/01546","48211000000072940","48211000000054381","2025-09-27","Burglary","Closed","16.16366","75.29532"
"48211000000071792","48211000000013007","2026-07-22 09:27:57:161","2026-07-22 09:27:57:161","FIR/2026/01547","48211000000072940","48211000000054381","2025-11-13","Robbery","Chargesheeted","16.161395","75.336942"
"48211000000071793","48211000000013007","2026-07-22 09:27:57:162","2026-07-22 09:27:57:162","FIR/2026/01548","48211000000072940","48211000000054381","2026-02-09","Vehicle Theft","Chargesheeted","16.178057","75.308208"
"48211000000071794","48211000000013007","2026-07-22 09:27:57:164","2026-07-22 09:27:57:164","FIR/2026/01549","48211000000072940","48211000000054381","2025-11-12","Theft","Closed","16.160969","75.30934"
"48211000000071795","48211000000013007","2026-07-22 09:27:57:165","2026-07-22 09:27:57:165","FIR/2026/01550","48211000000072940","48211000000054381","2025-11-19","Fraud","Under Investigation","16.176109","75.295055"
"48211000000071796","48211000000013007","2026-07-22 09:27:57:167","2026-07-22 09:27:57:167","FIR/2026/01551","48211000000072940","48211000000054381","2025-08-03","Burglary","Chargesheeted","16.157188","75.302115"
"48211000000071797","48211000000013007","2026-07-22 09:27:57:168","2026-07-22 09:27:57:168","FIR/2026/01552","48211000000072940","48211000000054381","2025-11-04","Assault","Closed","16.157139","75.311568"
"48211000000071798","48211000000013007","2026-07-22 09:27:57:170","2026-07-22 09:27:57:170","FIR/2026/01553","48211000000072940","48211000000054381","2025-12-06","Fraud","Chargesheeted","16.160826","75.298263"
"48211000000071799","48211000000013007","2026-07-22 09:27:57:171","2026-07-22 09:27:57:171","FIR/2026/01554","48211000000072940","48211000000054381","2026-07-05","Domestic Violence","Chargesheeted","16.177463","75.297187"
"48211000000071800","48211000000013007","2026-07-22 09:27:57:173","2026-07-22 09:27:57:173","FIR/2026/01555","48211000000072940","48211000000054381","2026-05-29","Chain Snatching","Under Investigation","16.157743","75.302392"
"48211000000071801","48211000000013007","2026-07-22 09:27:57:174","2026-07-22 09:27:57:174","FIR/2026/01556","48211000000072940","48211000000054381","2025-09-08","Domestic Violence","Chargesheeted","16.17385","75.294761"
"48211000000071802","48211000000013007","2026-07-22 09:27:57:176","2026-07-22 09:27:57:176","FIR/2026/01557","48211000000072940","48211000000054381","2025-09-30","Extortion","Chargesheeted","16.161021","75.304082"
"48211000000071803","48211000000013007","2026-07-22 09:27:57:177","2026-07-22 09:27:57:177","FIR/2026/01558","48211000000072940","48211000000054381","2026-01-05","Vehicle Theft","Chargesheeted","16.162791","75.304992"
"48211000000071804","48211000000013007","2026-07-22 09:27:57:179","2026-07-22 09:27:57:179","FIR/2026/01559","48211000000072940","48211000000054381","2026-04-01","Robbery","Under Investigation","16.161434","75.29101"
"48211000000071805","48211000000013007","2026-07-22 09:27:57:181","2026-07-22 09:27:57:181","FIR/2026/01560","48211000000072940","48211000000054381","2026-03-21","Theft","Under Investigation","16.164636","75.334871"
"48211000000071806","48211000000013007","2026-07-22 09:27:57:182","2026-07-22 09:27:57:182","FIR/2026/01561","48211000000072940","48211000000054381","2025-08-25","Theft","Closed","16.175745","75.291783"
"48211000000071807","48211000000013007","2026-07-22 09:27:57:184","2026-07-22 09:27:57:184","FIR/2026/01562","48211000000072940","48211000000054381","2025-11-18","Burglary","Chargesheeted","16.184197","75.306474"
"48211000000071808","48211000000013007","2026-07-22 09:27:57:185","2026-07-22 09:27:57:185","FIR/2026/01563","48211000000072940","48211000000054381","2025-11-11","Assault","Chargesheeted","16.163183","75.307002"
"48211000000071809","48211000000013007","2026-07-22 09:27:57:186","2026-07-22 09:27:57:186","FIR/2026/01564","48211000000072940","48211000000054381","2026-03-12","Robbery","Closed","16.189549","75.336609"
"48211000000071810","48211000000013007","2026-07-22 09:27:57:188","2026-07-22 09:27:57:188","FIR/2026/01565","48211000000072940","48211000000054381","2026-04-18","Burglary","Under Investigation","16.156843","75.299229"
"48211000000071811","48211000000013007","2026-07-22 09:27:57:189","2026-07-22 09:27:57:189","FIR/2026/01566","48211000000072940","48211000000054381","2025-11-24","Assault","Chargesheeted","16.155846","75.29407"
"48211000000071812","48211000000013007","2026-07-22 09:27:57:191","2026-07-22 09:27:57:191","FIR/2026/01567","48211000000072940","48211000000054381","2026-05-08","Extortion","Chargesheeted","16.144873","75.343052"
"48211000000071813","48211000000013007","2026-07-22 09:27:57:192","2026-07-22 09:27:57:192","FIR/2026/01568","48211000000072940","48211000000054381","2025-10-26","Fraud","Under Investigation","16.161135","75.297883"
"48211000000071814","48211000000013007","2026-07-22 09:27:57:194","2026-07-22 09:27:57:194","FIR/2026/01569","48211000000072940","48211000000054381","2025-10-18","Theft","Closed","16.166254","75.295339"
"48211000000071815","48211000000013007","2026-07-22 09:27:57:195","2026-07-22 09:27:57:195","FIR/2026/01570","48211000000072940","48211000000054381","2025-12-25","Chain Snatching","Closed","16.160396","75.317206"
"48211000000071816","48211000000013007","2026-07-22 09:27:57:196","2026-07-22 09:27:57:196","FIR/2026/01571","48211000000072940","48211000000054381","2025-09-21","Vehicle Theft","Closed","16.172743","75.303008"
"48211000000071817","48211000000013007","2026-07-22 09:27:57:198","2026-07-22 09:27:57:198","FIR/2026/01572","48211000000072940","48211000000054381","2026-07-02","Cybercrime","Chargesheeted","16.159861","75.292135"
"48211000000071818","48211000000013007","2026-07-22 09:27:57:199","2026-07-22 09:27:57:199","FIR/2026/01573","48211000000072940","48211000000054381","2025-10-04","Assault","Closed","16.161964","75.304711"
"48211000000071819","48211000000013007","2026-07-22 09:27:57:201","2026-07-22 09:27:57:201","FIR/2026/01574","48211000000072940","48211000000054381","2025-09-23","Fraud","Under Investigation","16.170892","75.303124"
"48211000000071820","48211000000013007","2026-07-22 09:27:57:202","2026-07-22 09:27:57:202","FIR/2026/01575","48211000000072940","48211000000054381","2025-12-14","Robbery","Chargesheeted","16.163418","75.291581"
"48211000000071821","48211000000013007","2026-07-22 09:27:57:204","2026-07-22 09:27:57:204","FIR/2026/01576","48211000000072940","48211000000054381","2026-05-30","Cybercrime","Under Investigation","16.157129","75.294518"
"48211000000071822","48211000000013007","2026-07-22 09:27:57:205","2026-07-22 09:27:57:205","FIR/2026/01577","48211000000072940","48211000000054381","2026-07-02","Assault","Under Investigation","16.162871","75.295566"
"48211000000071823","48211000000013007","2026-07-22 09:27:57:206","2026-07-22 09:27:57:206","FIR/2026/01578","48211000000072940","48211000000054381","2026-05-16","Domestic Violence","Under Investigation","16.16466","75.302992"
"48211000000071824","48211000000013007","2026-07-22 09:27:57:208","2026-07-22 09:27:57:208","FIR/2026/01579","48211000000072940","48211000000054381","2026-04-18","Assault","Under Investigation","16.16596","75.291994"
"48211000000071825","48211000000013007","2026-07-22 09:27:57:209","2026-07-22 09:27:57:209","FIR/2026/01580","48211000000072940","48211000000054381","2025-09-19","Cybercrime","Chargesheeted","16.158381","75.312347"
"48211000000071826","48211000000013007","2026-07-22 09:27:57:211","2026-07-22 09:27:57:211","FIR/2026/01581","48211000000072940","48211000000054381","2025-08-20","Cybercrime","Closed","16.171668","75.29396"
"48211000000071827","48211000000013007","2026-07-22 09:27:57:212","2026-07-22 09:27:57:212","FIR/2026/01582","48211000000072940","48211000000054381","2025-09-12","Vehicle Theft","Under Investigation","16.153954","75.290489"
"48211000000071828","48211000000013007","2026-07-22 09:27:57:213","2026-07-22 09:27:57:213","FIR/2026/01583","48211000000072940","48211000000054381","2025-08-21","Vehicle Theft","Under Investigation","16.156105","75.300259"
