"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","UnitName","UnitCode","DistrictId","UnitTypeId","ParentUnitId"
"48211000000072992","48211000000013007","2026-07-22 09:17:27:087","2026-07-22 09:17:27:087","Chikkamagaluru PS","CHICHI3","48211000000054387","48211000000054006",""
"48211000000072993","48211000000013007","2026-07-22 09:17:27:088","2026-07-22 09:17:27:088","Kaduru PS","CHIKAD","48211000000054387","48211000000054006",""
"48211000000072994","48211000000013007","2026-07-22 09:17:27:090","2026-07-22 09:17:27:090","Koppa PS","CHIKOP","48211000000054387","48211000000054006",""
"48211000000072995","48211000000013007","2026-07-22 09:17:27:091","2026-07-22 09:17:27:091","Mudigere PS","CHIMUD","48211000000054387","48211000000054006",""
"48211000000072996","48211000000013007","2026-07-22 09:17:27:093","2026-07-22 09:17:27:093","Narasimharajapura PS","CHINAR","48211000000054387","48211000000054006",""
"48211000000072997","48211000000013007","2026-07-22 09:17:27:094","2026-07-22 09:17:27:094","Sringeri PS","CHISRI","48211000000054387","48211000000054006",""
"48211000000072998","48211000000013007","2026-07-22 09:17:27:095","2026-07-22 09:17:27:095","Tarikere PS","CHITAR","48211000000054387","48211000000054006",""
"48211000000072999","48211000000013007","2026-07-22 09:17:27:097","2026-07-22 09:17:27:097","Ajjampura PS","CHIAJJ","48211000000054387","48211000000054006",""
"48211000000073000","48211000000013007","2026-07-22 09:17:27:098","2026-07-22 09:17:27:098","Kalasa PS","CHIKAL","48211000000054387","48211000000054006",""
"48211000000074001","48211000000013007","2026-07-22 09:17:27:100","2026-07-22 09:17:27:100","Chitradurga PS","CHICHI4","48211000000054388","48211000000054006",""
"48211000000074002","48211000000013007","2026-07-22 09:17:27:101","2026-07-22 09:17:27:101","Challakere PS","CHICHA","48211000000054388","48211000000054006",""
"48211000000074003","48211000000013007","2026-07-22 09:17:27:103","2026-07-22 09:17:27:103","Hiriyur PS","CHIHIR","48211000000054388","48211000000054006",""
"48211000000074004","48211000000013007","2026-07-22 09:17:27:104","2026-07-22 09:17:27:104","Holalkere PS","CHIHOL","48211000000054388","48211000000054006",""
"48211000000074005","48211000000013007","2026-07-22 09:17:27:106","2026-07-22 09:17:27:106","Hosadurga PS","CHIHOS","48211000000054388","48211000000054006",""
"48211000000074006","48211000000013007","2026-07-22 09:17:27:107","2026-07-22 09:17:27:107","Molakalmuru PS","CHIMOL","48211000000054388","48211000000054006",""
"48211000000074007","48211000000013007","2026-07-22 09:17:27:109","2026-07-22 09:17:27:109","Mangaluru PS","MANMAN","48211000000048015","48211000000054006",""
"48211000000074008","48211000000013007","2026-07-22 09:17:27:110","2026-07-22 09:17:27:110","Ullal PS","MANULL","48211000000048015","48211000000054006",""
"48211000000074009","48211000000013007","2026-07-22 09:17:27:111","2026-07-22 09:17:27:111","Mulki PS","MANMUL","48211000000048015","48211000000054006",""
"48211000000074010","48211000000013007","2026-07-22 09:17:27:113","2026-07-22 09:17:27:113","Moodbidri PS","MANMOO","48211000000048015","48211000000054006",""
"48211000000074011","48211000000013007","2026-07-22 09:17:27:114","2026-07-22 09:17:27:114","Bantwala PS","MANBAN","48211000000048015","48211000000054006",""
"48211000000074012","48211000000013007","2026-07-22 09:17:27:115","2026-07-22 09:17:27:115","Belathangadi PS","MANBEL","48211000000048015","48211000000054006",""
"48211000000074013","48211000000013007","2026-07-22 09:17:27:117","2026-07-22 09:17:27:117","Putturu PS","MANPUT","48211000000048015","48211000000054006",""
"48211000000074014","48211000000013007","2026-07-22 09:17:27:118","2026-07-22 09:17:27:118","Sulya PS","MANSUL","48211000000048015","48211000000054006",""
"48211000000074015","48211000000013007","2026-07-22 09:17:27:120","2026-07-22 09:17:27:120","Kadaba PS","MANKAD","48211000000048015","48211000000054006",""
"48211000000074016","48211000000013007","2026-07-22 09:17:27:121","2026-07-22 09:17:27:121","Davanagere PS","DAVDAV","48211000000054389","48211000000054006",""
"48211000000074017","48211000000013007","2026-07-22 09:17:27:122","2026-07-22 09:17:27:122","Harihara PS","DAVHAR","48211000000054389","48211000000054006",""
"48211000000074018","48211000000013007","2026-07-22 09:17:27:124","2026-07-22 09:17:27:124","Channagiri PS","DAVCHA","48211000000054389","48211000000054006",""
"48211000000074019","48211000000013007","2026-07-22 09:17:27:125","2026-07-22 09:17:27:125","Honnali PS","DAVHON","48211000000054389","48211000000054006",""
"48211000000074020","48211000000013007","2026-07-22 09:17:27:127","2026-07-22 09:17:27:127","Nyamathi PS","DAVNYA","48211000000054389","48211000000054006",""
"48211000000074021","48211000000013007","2026-07-22 09:17:27:128","2026-07-22 09:17:27:128","Jagaluru PS","DAVJAG","48211000000054389","48211000000054006",""
"48211000000074022","48211000000013007","2026-07-22 09:17:27:129","2026-07-22 09:17:27:129","Kalghatgi PS","HUBKAL","48211000000048017","48211000000054006",""
"48211000000074023","48211000000013007","2026-07-22 09:17:27:131","2026-07-22 09:17:27:131","Dharwad PS","HUBDHA","48211000000048017","48211000000054006",""
"48211000000074024","48211000000013007","2026-07-22 09:17:27:132","2026-07-22 09:17:27:132","Hubballi Rural PS","HUBHUB","48211000000048017","48211000000054006",""
"48211000000074025","48211000000013007","2026-07-22 09:17:27:134","2026-07-22 09:17:27:134","Hubballi Urban PS","HUBHUB2","48211000000048017","48211000000054006",""
"48211000000074026","48211000000013007","2026-07-22 09:17:27:135","2026-07-22 09:17:27:135","Kundagolu PS","HUBKUN","48211000000048017","48211000000054006",""
"48211000000074027","48211000000013007","2026-07-22 09:17:27:137","2026-07-22 09:17:27:137","Navalgunda PS","HUBNAV","48211000000048017","48211000000054006",""
"48211000000074028","48211000000013007","2026-07-22 09:17:27:138","2026-07-22 09:17:27:138","Alnavara PS","HUBALN","48211000000048017","48211000000054006",""
"48211000000074029","48211000000013007","2026-07-22 09:17:27:140","2026-07-22 09:17:27:140","Annigeri PS","HUBANN","48211000000048017","48211000000054006",""
"48211000000074030","48211000000013007","2026-07-22 09:17:27:141","2026-07-22 09:17:27:141","Gadag PS","GADGAD","48211000000054390","48211000000054006",""
"48211000000074031","48211000000013007","2026-07-22 09:17:27:142","2026-07-22 09:17:27:142","Naragunda PS","GADNAR","48211000000054390","48211000000054006",""
"48211000000074032","48211000000013007","2026-07-22 09:17:27:144","2026-07-22 09:17:27:144","Mundaragi PS","GADMUN","48211000000054390","48211000000054006",""
"48211000000074033","48211000000013007","2026-07-22 09:17:27:145","2026-07-22 09:17:27:145","Rona PS","GADRON","48211000000054390","48211000000054006",""
"48211000000074034","48211000000013007","2026-07-22 09:17:27:147","2026-07-22 09:17:27:147","Gajendragada PS","GADGAJ","48211000000054390","48211000000054006",""
"48211000000074035","48211000000013007","2026-07-22 09:17:27:148","2026-07-22 09:17:27:148","Lakshmeshwara PS","GADLAK","48211000000054390","48211000000054006",""
"48211000000074036","48211000000013007","2026-07-22 09:17:27:150","2026-07-22 09:17:27:150","Shirahatti PS","GADSHI","48211000000054390","48211000000054006",""
"48211000000074037","48211000000013007","2026-07-22 09:17:27:151","2026-07-22 09:17:27:151","Hassan PS","HASHAS","48211000000054391","48211000000054006",""
"48211000000074038","48211000000013007","2026-07-22 09:17:27:153","2026-07-22 09:17:27:153","Arasikere PS","HASARA","48211000000054391","48211000000054006",""
"48211000000074039","48211000000013007","2026-07-22 09:17:27:154","2026-07-22 09:17:27:154","Channarayapattana PS","HASCHA","48211000000054391","48211000000054006",""
"48211000000074040","48211000000013007","2026-07-22 09:17:27:155","2026-07-22 09:17:27:155","Holenarsipura PS","HASHOL","48211000000054391","48211000000054006",""
"48211000000074041","48211000000013007","2026-07-22 09:17:27:157","2026-07-22 09:17:27:157","Sakleshpura PS","HASSAK","48211000000054391","48211000000054006",""
"48211000000074042","48211000000013007","2026-07-22 09:17:27:158","2026-07-22 09:17:27:158","Aluru PS","HASALU","48211000000054391","48211000000054006",""
"48211000000074043","48211000000013007","2026-07-22 09:17:27:160","2026-07-22 09:17:27:160","Arakalagudu PS","HASARA2","48211000000054391","48211000000054006",""
"48211000000074044","48211000000013007","2026-07-22 09:17:27:161","2026-07-22 09:17:27:161","Beluru PS","HASBEL","48211000000054391","48211000000054006",""
"48211000000074045","48211000000013007","2026-07-22 09:17:27:162","2026-07-22 09:17:27:162","Ranibennur PS","HAVRAN","48211000000054392","48211000000054006",""
"48211000000074046","48211000000013007","2026-07-22 09:17:27:164","2026-07-22 09:17:27:164","Byadgi PS","HAVBYA","48211000000054392","48211000000054006",""
"48211000000074047","48211000000013007","2026-07-22 09:17:27:165","2026-07-22 09:17:27:165","Hangala PS","HAVHAN","48211000000054392","48211000000054006",""
"48211000000074048","48211000000013007","2026-07-22 09:17:27:167","2026-07-22 09:17:27:167","Haveri PS","HAVHAV","48211000000054392","48211000000054006",""
"48211000000074049","48211000000013007","2026-07-22 09:17:27:168","2026-07-22 09:17:27:168","Savanuru PS","HAVSAV","48211000000054392","48211000000054006",""
"48211000000074050","48211000000013007","2026-07-22 09:17:27:169","2026-07-22 09:17:27:169","Hirekeruru PS","HAVHIR","48211000000054392","48211000000054006",""
"48211000000074051","48211000000013007","2026-07-22 09:17:27:171","2026-07-22 09:17:27:171","Shiggavi PS","HAVSHI","48211000000054392","48211000000054006",""
"48211000000074052","48211000000013007","2026-07-22 09:17:27:172","2026-07-22 09:17:27:172","Rattihalli PS","HAVRAT","48211000000054392","48211000000054006",""
"48211000000074053","48211000000013007","2026-07-22 09:17:27:174","2026-07-22 09:17:27:174","Kalaburagi PS","KALKAL","48211000000048018","48211000000054006",""
"48211000000074054","48211000000013007","2026-07-22 09:17:27:175","2026-07-22 09:17:27:175","Afzalpura PS","KALAFZ","48211000000048018","48211000000054006",""
"48211000000074055","48211000000013007","2026-07-22 09:17:27:176","2026-07-22 09:17:27:176","Alanda PS","KALALA","48211000000048018","48211000000054006",""
"48211000000074056","48211000000013007","2026-07-22 09:17:27:178","2026-07-22 09:17:27:178","Chincholi PS","KALCHI","48211000000048018","48211000000054006",""
"48211000000074057","48211000000013007","2026-07-22 09:17:27:179","2026-07-22 09:17:27:179","Chitapura PS","KALCHI2","48211000000048018","48211000000054006",""
"48211000000074058","48211000000013007","2026-07-22 09:17:27:181","2026-07-22 09:17:27:181","Jevargi PS","KALJEV","48211000000048018","48211000000054006",""
"48211000000074059","48211000000013007","2026-07-22 09:17:27:182","2026-07-22 09:17:27:182","Sedam PS","KALSED","48211000000048018","48211000000054006",""
"48211000000074060","48211000000013007","2026-07-22 09:17:27:183","2026-07-22 09:17:27:183","Kamalapura PS","KALKAM","48211000000048018","48211000000054006",""
"48211000000074061","48211000000013007","2026-07-22 09:17:27:185","2026-07-22 09:17:27:185","Shahabad PS","KALSHA","48211000000048018","48211000000054006",""
"48211000000074062","48211000000013007","2026-07-22 09:17:27:186","2026-07-22 09:17:27:186","Kalgi PS","KALKAL2","48211000000048018","48211000000054006",""
"48211000000074063","48211000000013007","2026-07-22 09:17:27:188","2026-07-22 09:17:27:188","Yedrami PS","KALYED","48211000000048018","48211000000054006",""
"48211000000074064","48211000000013007","2026-07-22 09:17:27:189","2026-07-22 09:17:27:189","Madikeri PS","KODMAD","48211000000054393","48211000000054006",""
"48211000000074065","48211000000013007","2026-07-22 09:17:27:191","2026-07-22 09:17:27:191","Somawarapete PS","KODSOM","48211000000054393","48211000000054006",""
"48211000000074066","48211000000013007","2026-07-22 09:17:27:192","2026-07-22 09:17:27:192","Virajapete PS","KODVIR","48211000000054393","48211000000054006",""
"48211000000074067","48211000000013007","2026-07-22 09:17:27:194","2026-07-22 09:17:27:194","Ponnammapete PS","KODPON","48211000000054393","48211000000054006",""
"48211000000074068","48211000000013007","2026-07-22 09:17:27:195","2026-07-22 09:17:27:195","Kushalnagara PS","KODKUS","48211000000054393","48211000000054006",""
"48211000000074069","48211000000013007","2026-07-22 09:17:27:196","2026-07-22 09:17:27:196","Kolar PS","KOLKOL","48211000000054394","48211000000054006",""
"48211000000074070","48211000000013007","2026-07-22 09:17:27:198","2026-07-22 09:17:27:198","Bangarapete PS","KOLBAN","48211000000054394","48211000000054006",""
"48211000000074071","48211000000013007","2026-07-22 09:17:27:199","2026-07-22 09:17:27:199","Maluru PS","KOLMAL","48211000000054394","48211000000054006",""
"48211000000074072","48211000000013007","2026-07-22 09:17:27:201","2026-07-22 09:17:27:201","Mulabagilu PS","KOLMUL","48211000000054394","48211000000054006",""
"48211000000074073","48211000000013007","2026-07-22 09:17:27:202","2026-07-22 09:17:27:202","Srinivasapura PS","KOLSRI","48211000000054394","48211000000054006",""
"48211000000074074","48211000000013007","2026-07-22 09:17:27:203","2026-07-22 09:17:27:203","Kolar Gold Fields PS","KOLKOL2","48211000000054394","48211000000054006",""
"48211000000074075","48211000000013007","2026-07-22 09:17:27:205","2026-07-22 09:17:27:205","Koppala PS","KOPKOP","48211000000054395","48211000000054006",""
"48211000000074076","48211000000013007","2026-07-22 09:17:27:206","2026-07-22 09:17:27:206","Gangavathi PS","KOPGAN","48211000000054395","48211000000054006",""
"48211000000074077","48211000000013007","2026-07-22 09:17:27:208","2026-07-22 09:17:27:208","Kushtagi PS","KOPKUS","48211000000054395","48211000000054006",""
"48211000000074078","48211000000013007","2026-07-22 09:17:27:209","2026-07-22 09:17:27:209","Yelaburga PS","KOPYEL","48211000000054395","48211000000054006",""
"48211000000074079","48211000000013007","2026-07-22 09:17:27:211","2026-07-22 09:17:27:211","Kanakagiri PS","KOPKAN","48211000000054395","48211000000054006",""
"48211000000074080","48211000000013007","2026-07-22 09:17:27:212","2026-07-22 09:17:27:212","Karatagi PS","KOPKAR","48211000000054395","48211000000054006",""
"48211000000074081","48211000000013007","2026-07-22 09:17:27:213","2026-07-22 09:17:27:213","Kukanuru PS","KOPKUK","48211000000054395","48211000000054006",""
"48211000000074082","48211000000013007","2026-07-22 09:17:27:215","2026-07-22 09:17:27:215","Mandya PS","MANMAN2","48211000000054396","48211000000054006",""
"48211000000074083","48211000000013007","2026-07-22 09:17:27:216","2026-07-22 09:17:27:216","Madduru PS","MANMAD","48211000000054396","48211000000054006",""
"48211000000074084","48211000000013007","2026-07-22 09:17:27:217","2026-07-22 09:17:27:217","Malavalli PS","MANMAL","48211000000054396","48211000000054006",""
"48211000000074085","48211000000013007","2026-07-22 09:17:27:219","2026-07-22 09:17:27:219","Srirangapattana PS","MANSRI","48211000000054396","48211000000054006",""
"48211000000074086","48211000000013007","2026-07-22 09:17:27:220","2026-07-22 09:17:27:220","Krishnarajapete PS","MANKRI","48211000000054396","48211000000054006",""
"48211000000074087","48211000000013007","2026-07-22 09:17:27:222","2026-07-22 09:17:27:222","Nagamangala PS","MANNAG","48211000000054396","48211000000054006",""
"48211000000074088","48211000000013007","2026-07-22 09:17:27:223","2026-07-22 09:17:27:223","Pandavapura PS","MANPAN","48211000000054396","48211000000054006",""
"48211000000074089","48211000000013007","2026-07-22 09:17:27:224","2026-07-22 09:17:27:224","Mysuru PS","MYSMYS","48211000000048014","48211000000054006",""
"48211000000074090","48211000000013007","2026-07-22 09:17:27:226","2026-07-22 09:17:27:226","Hunasuru PS","MYSHUN","48211000000048014","48211000000054006",""
"48211000000074091","48211000000013007","2026-07-22 09:17:27:227","2026-07-22 09:17:27:227","Krishnarajanagara PS","MYSKRI","48211000000048014","48211000000054006",""
"48211000000074092","48211000000013007","2026-07-22 09:17:27:228","2026-07-22 09:17:27:228","Nanjanagodu PS","MYSNAN","48211000000048014","48211000000054006",""
"48211000000074093","48211000000013007","2026-07-22 09:17:27:230","2026-07-22 09:17:27:230","Heggadadevanakote PS","MYSHEG","48211000000048014","48211000000054006",""
"48211000000074094","48211000000013007","2026-07-22 09:17:27:231","2026-07-22 09:17:27:231","Piriyapattana PS","MYSPIR","48211000000048014","48211000000054006",""
"48211000000074095","48211000000013007","2026-07-22 09:17:27:232","2026-07-22 09:17:27:232","Tirumakudalu Narasipura PS","MYSTIR","48211000000048014","48211000000054006",""
"48211000000074096","48211000000013007","2026-07-22 09:17:27:234","2026-07-22 09:17:27:234","Saraguru PS","MYSSAR","48211000000048014","48211000000054006",""
"48211000000074097","48211000000013007","2026-07-22 09:17:27:235","2026-07-22 09:17:27:235","Saligrama PS","MYSSAL","48211000000048014","48211000000054006",""
"48211000000074098","48211000000013007","2026-07-22 09:17:27:237","2026-07-22 09:17:27:237","Raichuru PS","RAIRAI","48211000000054397","48211000000054006",""
"48211000000074099","48211000000013007","2026-07-22 09:17:27:238","2026-07-22 09:17:27:238","Sindhanuru PS","RAISIN","48211000000054397","48211000000054006",""
"48211000000074100","48211000000013007","2026-07-22 09:17:27:240","2026-07-22 09:17:27:240","Manvi PS","RAIMAN","48211000000054397","48211000000054006",""
"48211000000074101","48211000000013007","2026-07-22 09:17:27:241","2026-07-22 09:17:27:241","Devadurga PS","RAIDEV","48211000000054397","48211000000054006",""
