"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","CameraName","Latitude","Longitude","DistrictId","Status","InstalledDate","UnitId"
"48211000000129593","48211000000013007","2026-07-22 14:32:44:248","2026-07-22 14:32:44:248","Cubbon Park Stadium Cam 18","12.976223","77.598386","48211000000048013","Active","2024-02-23","48211000000054017"
"48211000000129594","48211000000013007","2026-07-22 14:32:44:249","2026-07-22 14:32:44:249","Cubbon Park Main Road Junction Cam 19","12.978675","77.605411","48211000000048013","Active","2021-12-12","48211000000054017"
"48211000000129595","48211000000013007","2026-07-22 14:32:44:250","2026-07-22 14:32:44:250","Cubbon Park Police HQ Gate Cam 20","12.983513","77.587751","48211000000048013","Active","2021-06-17","48211000000054017"
"48211000000129596","48211000000013007","2026-07-22 14:32:44:252","2026-07-22 14:32:44:252","Cubbon Park College Cam 21","12.993356","77.618179","48211000000048013","Active","2019-07-12","48211000000054017"
"48211000000129597","48211000000013007","2026-07-22 14:32:44:253","2026-07-22 14:32:44:253","Cubbon Park Hospital Cam 22","12.992091","77.614709","48211000000048013","Active","2023-09-26","48211000000054017"
"48211000000129598","48211000000013007","2026-07-22 14:32:44:254","2026-07-22 14:32:44:254","Whitefield College Cam 1","12.970769","77.74892","48211000000048013","Active","2025-03-16","48211000000054018"
"48211000000129599","48211000000013007","2026-07-22 14:32:44:256","2026-07-22 14:32:44:256","Whitefield Main Road Junction Cam 2","12.971197","77.769843","48211000000048013","Active","2025-01-08","48211000000054018"
"48211000000129600","48211000000013007","2026-07-22 14:32:44:257","2026-07-22 14:32:44:257","Whitefield Bus Stand Cam 3","12.953004","77.752023","48211000000048013","Active","2023-11-16","48211000000054018"
"48211000000129601","48211000000013007","2026-07-22 14:32:44:258","2026-07-22 14:32:44:258","Whitefield Main Road Junction Cam 4","12.969873","77.753655","48211000000048013","Active","2021-12-14","48211000000054018"
"48211000000129602","48211000000013007","2026-07-22 14:32:44:260","2026-07-22 14:32:44:260","Whitefield Railway Junction Cam 5","12.947972","77.751687","48211000000048013","Active","2026-01-05","48211000000054018"
"48211000000129603","48211000000013007","2026-07-22 14:32:44:261","2026-07-22 14:32:44:261","Whitefield Police HQ Gate Cam 6","12.964649","77.745568","48211000000048013","Active","2023-03-12","48211000000054018"
"48211000000129604","48211000000013007","2026-07-22 14:32:44:262","2026-07-22 14:32:44:262","Whitefield Mosque Cam 7","12.965594","77.732913","48211000000048013","Active","2019-01-03","48211000000054018"
"48211000000129605","48211000000013007","2026-07-22 14:32:44:264","2026-07-22 14:32:44:264","Whitefield School Zone Cam 8","12.970765","77.736193","48211000000048013","Active","2022-06-13","48211000000054018"
"48211000000129606","48211000000013007","2026-07-22 14:32:44:265","2026-07-22 14:32:44:265","Whitefield Police HQ Gate Cam 9","12.975184","77.750317","48211000000048013","Active","2019-12-17","48211000000054018"
"48211000000129607","48211000000013007","2026-07-22 14:32:44:267","2026-07-22 14:32:44:267","Whitefield Mosque Cam 10","12.954714","77.756818","48211000000048013","Active","2020-05-30","48211000000054018"
"48211000000129608","48211000000013007","2026-07-22 14:32:44:268","2026-07-22 14:32:44:268","Whitefield Railway Junction Cam 11","12.970247","77.747068","48211000000048013","Active","2024-12-01","48211000000054018"
"48211000000129609","48211000000013007","2026-07-22 14:32:44:269","2026-07-22 14:32:44:269","Whitefield Court Complex Cam 12","12.978925","77.732142","48211000000048013","Active","2021-04-03","48211000000054018"
"48211000000129610","48211000000013007","2026-07-22 14:32:44:271","2026-07-22 14:32:44:271","Whitefield Government Office Cam 13","12.97932","77.736731","48211000000048013","Active","2023-11-30","48211000000054018"
"48211000000129611","48211000000013007","2026-07-22 14:32:44:272","2026-07-22 14:32:44:272","Whitefield Court Complex Cam 14","12.975881","77.730166","48211000000048013","Active","2022-10-16","48211000000054018"
"48211000000129612","48211000000013007","2026-07-22 14:32:44:274","2026-07-22 14:32:44:274","Whitefield Police HQ Gate Cam 15","12.969643","77.749541","48211000000048013","Active","2019-10-18","48211000000054018"
"48211000000129613","48211000000013007","2026-07-22 14:32:44:275","2026-07-22 14:32:44:275","Whitefield School Zone Cam 16","12.975564","77.765253","48211000000048013","Active","2022-09-15","48211000000054018"
"48211000000129614","48211000000013007","2026-07-22 14:32:44:276","2026-07-22 14:32:44:276","Whitefield Government Office Cam 17","12.971391","77.750123","48211000000048013","Active","2025-01-17","48211000000054018"
"48211000000129615","48211000000013007","2026-07-22 14:32:44:278","2026-07-22 14:32:44:278","Whitefield Police HQ Gate Cam 18","12.968625","77.75281","48211000000048013","Active","2021-09-22","48211000000054018"
"48211000000129616","48211000000013007","2026-07-22 14:32:44:279","2026-07-22 14:32:44:279","Whitefield Court Complex Cam 19","12.953269","77.75641","48211000000048013","Active","2026-05-23","48211000000054018"
"48211000000129617","48211000000013007","2026-07-22 14:32:44:280","2026-07-22 14:32:44:280","Whitefield College Cam 20","12.974285","77.741164","48211000000048013","Active","2019-08-10","48211000000054018"
"48211000000129618","48211000000013007","2026-07-22 14:32:44:282","2026-07-22 14:32:44:282","Whitefield School Zone Cam 21","12.968294","77.765486","48211000000048013","Active","2022-10-21","48211000000054018"
"48211000000129619","48211000000013007","2026-07-22 14:32:44:283","2026-07-22 14:32:44:283","Mysuru City College Cam 1","12.298301","76.640409","48211000000048014","Active","2021-01-21","48211000000054019"
"48211000000129620","48211000000013007","2026-07-22 14:32:44:284","2026-07-22 14:32:44:284","Mysuru City Stadium Cam 2","12.298811","76.639404","48211000000048014","Active","2025-03-04","48211000000054019"
"48211000000129621","48211000000013007","2026-07-22 14:32:44:286","2026-07-22 14:32:44:286","Mysuru City Railway Junction Cam 3","12.294935","76.638775","48211000000048014","Active","2020-01-18","48211000000054019"
"48211000000129622","48211000000013007","2026-07-22 14:32:44:287","2026-07-22 14:32:44:287","Mysuru City Hospital Cam 4","12.28765","76.645357","48211000000048014","Active","2024-05-25","48211000000054019"
"48211000000129623","48211000000013007","2026-07-22 14:32:44:288","2026-07-22 14:32:44:288","Mysuru City Market Cam 5","12.297146","76.637478","48211000000048014","Active","2019-01-09","48211000000054019"
"48211000000129624","48211000000013007","2026-07-22 14:32:44:290","2026-07-22 14:32:44:290","Mysuru City Mosque Cam 6","12.306403","76.63836","48211000000048014","Active","2022-03-14","48211000000054019"
"48211000000129625","48211000000013007","2026-07-22 14:32:44:291","2026-07-22 14:32:44:291","Mysuru City Mosque Cam 7","12.294588","76.643913","48211000000048014","Active","2024-06-16","48211000000054019"
"48211000000129626","48211000000013007","2026-07-22 14:32:44:293","2026-07-22 14:32:44:293","Mysuru City Market Cam 8","12.297402","76.638905","48211000000048014","Active","2025-01-29","48211000000054019"
"48211000000129627","48211000000013007","2026-07-22 14:32:44:294","2026-07-22 14:32:44:294","Mysuru City Market Cam 9","12.296407","76.639138","48211000000048014","Active","2024-08-21","48211000000054019"
"48211000000129628","48211000000013007","2026-07-22 14:32:44:295","2026-07-22 14:32:44:295","Mysuru City Market Cam 10","12.293869","76.629421","48211000000048014","Active","2019-11-25","48211000000054019"
"48211000000129629","48211000000013007","2026-07-22 14:32:44:297","2026-07-22 14:32:44:297","Mysuru City School Zone Cam 11","12.299641","76.64796","48211000000048014","Active","2021-08-21","48211000000054019"
"48211000000129630","48211000000013007","2026-07-22 14:32:44:298","2026-07-22 14:32:44:298","Mysuru City Police HQ Gate Cam 12","12.294234","76.64357","48211000000048014","Active","2025-09-01","48211000000054019"
"48211000000129631","48211000000013007","2026-07-22 14:32:44:299","2026-07-22 14:32:44:299","Mysuru City Government Office Cam 13","12.296012","76.639783","48211000000048014","Active","2024-11-11","48211000000054019"
"48211000000129632","48211000000013007","2026-07-22 14:32:44:301","2026-07-22 14:32:44:301","Mysuru City Government Office Cam 14","12.299212","76.639163","48211000000048014","Active","2021-09-04","48211000000054019"
"48211000000129633","48211000000013007","2026-07-22 14:32:44:302","2026-07-22 14:32:44:302","Mysuru City Government Office Cam 15","12.297904","76.6414","48211000000048014","Active","2022-07-19","48211000000054019"
"48211000000129634","48211000000013007","2026-07-22 14:32:44:303","2026-07-22 14:32:44:303","Mysuru City Market Cam 16","12.291854","76.648853","48211000000048014","Active","2025-04-25","48211000000054019"
"48211000000129635","48211000000013007","2026-07-22 14:32:44:305","2026-07-22 14:32:44:305","Mysuru City Court Complex Cam 17","12.300584","76.649274","48211000000048014","Active","2020-06-26","48211000000054019"
"48211000000129636","48211000000013007","2026-07-22 14:32:44:306","2026-07-22 14:32:44:306","Mysuru City Stadium Cam 18","12.288933","76.646966","48211000000048014","Active","2022-03-13","48211000000054019"
"48211000000129637","48211000000013007","2026-07-22 14:32:44:307","2026-07-22 14:32:44:307","Mysuru City Main Road Junction Cam 19","12.294325","76.640277","48211000000048014","Active","2026-05-02","48211000000054019"
"48211000000129638","48211000000013007","2026-07-22 14:32:44:309","2026-07-22 14:32:44:309","Mysuru City Railway Junction Cam 20","12.290826","76.636512","48211000000048014","Active","2020-02-29","48211000000054019"
"48211000000129639","48211000000013007","2026-07-22 14:32:44:310","2026-07-22 14:32:44:310","Mysuru City School Zone Cam 21","12.303384","76.646305","48211000000048014","Active","2025-03-16","48211000000054019"
"48211000000129640","48211000000013007","2026-07-22 14:32:44:311","2026-07-22 14:32:44:311","Mysuru Main Road Junction Cam 1","12.303398","76.652817","48211000000048014","Active","2026-02-10","48211000000054020"
"48211000000129641","48211000000013007","2026-07-22 14:32:44:313","2026-07-22 14:32:44:313","Mysuru Temple Cam 2","12.304887","76.645768","48211000000048014","Active","2019-07-28","48211000000054020"
"48211000000129642","48211000000013007","2026-07-22 14:32:44:314","2026-07-22 14:32:44:314","Mysuru Temple Cam 3","12.305661","76.654294","48211000000048014","Inactive","2022-09-28","48211000000054020"
"48211000000129643","48211000000013007","2026-07-22 14:32:44:316","2026-07-22 14:32:44:316","Mysuru Temple Cam 4","12.298874","76.649643","48211000000048014","Active","2023-12-15","48211000000054020"
"48211000000129644","48211000000013007","2026-07-22 14:32:44:317","2026-07-22 14:32:44:317","Mysuru Market Cam 5","12.307818","76.649715","48211000000048014","Active","2020-09-02","48211000000054020"
"48211000000129645","48211000000013007","2026-07-22 14:32:44:319","2026-07-22 14:32:44:319","Mysuru Police HQ Gate Cam 6","12.300115","76.65826","48211000000048014","Active","2023-10-27","48211000000054020"
"48211000000129646","48211000000013007","2026-07-22 14:32:44:320","2026-07-22 14:32:44:320","Mysuru Stadium Cam 7","12.306487","76.654695","48211000000048014","Active","2019-06-13","48211000000054020"
"48211000000129647","48211000000013007","2026-07-22 14:32:44:322","2026-07-22 14:32:44:322","Mysuru Court Complex Cam 8","12.314614","76.657669","48211000000048014","Active","2022-12-19","48211000000054020"
"48211000000129648","48211000000013007","2026-07-22 14:32:44:323","2026-07-22 14:32:44:323","Mysuru Residential Cam 9","12.299588","76.661644","48211000000048014","Active","2020-09-25","48211000000054020"
"48211000000129649","48211000000013007","2026-07-22 14:32:44:325","2026-07-22 14:32:44:325","Mysuru Hospital Cam 10","12.315174","76.656053","48211000000048014","Active","2020-12-26","48211000000054020"
"48211000000129650","48211000000013007","2026-07-22 14:32:44:326","2026-07-22 14:32:44:326","Mysuru Main Road Junction Cam 11","12.306678","76.664835","48211000000048014","Active","2023-08-14","48211000000054020"
"48211000000129651","48211000000013007","2026-07-22 14:32:44:328","2026-07-22 14:32:44:328","Mysuru Mosque Cam 12","12.298661","76.661031","48211000000048014","Active","2020-10-14","48211000000054020"
"48211000000129652","48211000000013007","2026-07-22 14:32:44:329","2026-07-22 14:32:44:329","Mysuru Church Cam 13","12.310547","76.661979","48211000000048014","Inactive","2024-04-11","48211000000054020"
"48211000000129653","48211000000013007","2026-07-22 14:32:44:330","2026-07-22 14:32:44:330","Mysuru College Cam 14","12.303003","76.6562","48211000000048014","Active","2021-07-21","48211000000054020"
"48211000000129654","48211000000013007","2026-07-22 14:32:44:332","2026-07-22 14:32:44:332","Mysuru Residential Cam 15","12.303165","76.653879","48211000000048014","Active","2019-10-12","48211000000054020"
"48211000000129655","48211000000013007","2026-07-22 14:32:44:333","2026-07-22 14:32:44:333","Mysuru Government Office Cam 16","12.315478","76.653253","48211000000048014","Active","2025-01-05","48211000000054020"
"48211000000129656","48211000000013007","2026-07-22 14:32:44:334","2026-07-22 14:32:44:334","Mysuru Stadium Cam 17","12.305818","76.658809","48211000000048014","Active","2021-01-01","48211000000054020"
"48211000000129657","48211000000013007","2026-07-22 14:32:44:336","2026-07-22 14:32:44:336","Mysuru Market Cam 18","12.304552","76.66159","48211000000048014","Active","2023-11-15","48211000000054020"
"48211000000129658","48211000000013007","2026-07-22 14:32:44:337","2026-07-22 14:32:44:337","Mysuru Residential Cam 19","12.30156","76.656068","48211000000048014","Active","2024-09-25","48211000000054020"
"48211000000129659","48211000000013007","2026-07-22 14:32:44:338","2026-07-22 14:32:44:338","Mysuru Court Complex Cam 20","12.304462","76.656233","48211000000048014","Active","2023-11-22","48211000000054020"
"48211000000129660","48211000000013007","2026-07-22 14:32:44:340","2026-07-22 14:32:44:340","Mysuru Railway Junction Cam 21","12.305192","76.655217","48211000000048014","Active","2021-03-18","48211000000054020"
"48211000000129661","48211000000013007","2026-07-22 14:32:44:341","2026-07-22 14:32:44:341","Mysuru Government Office Cam 22","12.306876","76.658847","48211000000048014","Active","2025-12-27","48211000000054020"
"48211000000129662","48211000000013007","2026-07-22 14:32:44:343","2026-07-22 14:32:44:343","Mangaluru North Stadium Cam 1","12.921689","74.863823","48211000000048015","Active","2022-06-20","48211000000054021"
"48211000000129663","48211000000013007","2026-07-22 14:32:44:344","2026-07-22 14:32:44:344","Mangaluru North Main Road Junction Cam 2","12.923699","74.85089","48211000000048015","Active","2020-06-05","48211000000054021"
"48211000000129664","48211000000013007","2026-07-22 14:32:44:345","2026-07-22 14:32:44:345","Mangaluru North Residential Cam 3","12.911423","74.854374","48211000000048015","Active","2020-12-13","48211000000054021"
"48211000000129665","48211000000013007","2026-07-22 14:32:44:347","2026-07-22 14:32:44:347","Mangaluru North Railway Junction Cam 4","12.923574","74.852777","48211000000048015","Active","2022-05-29","48211000000054021"
"48211000000129666","48211000000013007","2026-07-22 14:32:44:348","2026-07-22 14:32:44:348","Mangaluru North Police HQ Gate Cam 5","12.916084","74.851682","48211000000048015","Active","2022-08-12","48211000000054021"
"48211000000129667","48211000000013007","2026-07-22 14:32:44:349","2026-07-22 14:32:44:349","Mangaluru North Court Complex Cam 6","12.91678","74.848769","48211000000048015","Active","2020-11-26","48211000000054021"
"48211000000129668","48211000000013007","2026-07-22 14:32:44:351","2026-07-22 14:32:44:351","Mangaluru North Government Office Cam 7","12.924544","74.853691","48211000000048015","Active","2022-10-04","48211000000054021"
"48211000000129669","48211000000013007","2026-07-22 14:32:44:352","2026-07-22 14:32:44:352","Mangaluru North Court Complex Cam 8","12.91365","74.857484","48211000000048015","Active","2021-07-09","48211000000054021"
"48211000000129670","48211000000013007","2026-07-22 14:32:44:353","2026-07-22 14:32:44:353","Mangaluru North Market Cam 9","12.924552","74.864067","48211000000048015","Active","2024-04-30","48211000000054021"
"48211000000129671","48211000000013007","2026-07-22 14:32:44:355","2026-07-22 14:32:44:355","Mangaluru North College Cam 10","12.904254","74.857179","48211000000048015","Active","2026-01-23","48211000000054021"
"48211000000129672","48211000000013007","2026-07-22 14:32:44:356","2026-07-22 14:32:44:356","Mangaluru North Residential Cam 11","12.904949","74.854108","48211000000048015","Active","2021-09-26","48211000000054021"
"48211000000129673","48211000000013007","2026-07-22 14:32:44:358","2026-07-22 14:32:44:358","Mangaluru North Stadium Cam 12","12.911888","74.855062","48211000000048015","Active","2020-03-12","48211000000054021"
"48211000000129674","48211000000013007","2026-07-22 14:32:44:359","2026-07-22 14:32:44:359","Mangaluru North Mosque Cam 13","12.926482","74.858519","48211000000048015","Active","2024-10-22","48211000000054021"
"48211000000129675","48211000000013007","2026-07-22 14:32:44:360","2026-07-22 14:32:44:360","Mangaluru North Stadium Cam 14","12.911441","74.848769","48211000000048015","Active","2024-02-13","48211000000054021"
"48211000000129676","48211000000013007","2026-07-22 14:32:44:362","2026-07-22 14:32:44:362","Mangaluru North Railway Junction Cam 15","12.914576","74.853836","48211000000048015","Active","2025-09-04","48211000000054021"
"48211000000129677","48211000000013007","2026-07-22 14:32:44:363","2026-07-22 14:32:44:363","Mangaluru North College Cam 16","12.908957","74.856174","48211000000048015","Active","2024-08-29","48211000000054021"
"48211000000129678","48211000000013007","2026-07-22 14:32:44:365","2026-07-22 14:32:44:365","Mangaluru North College Cam 17","12.910277","74.861918","48211000000048015","Active","2024-04-28","48211000000054021"
"48211000000129679","48211000000013007","2026-07-22 14:32:44:366","2026-07-22 14:32:44:366","Mangaluru South Government Office Cam 1","12.874002","74.842075","48211000000048015","Active","2024-11-05","48211000000054022"
"48211000000129680","48211000000013007","2026-07-22 14:32:44:367","2026-07-22 14:32:44:367","Mangaluru South College Cam 2","12.87764","74.842544","48211000000048015","Active","2022-03-16","48211000000054022"
"48211000000129681","48211000000013007","2026-07-22 14:32:44:369","2026-07-22 14:32:44:369","Mangaluru South Stadium Cam 3","12.873063","74.839997","48211000000048015","Active","2020-07-20","48211000000054022"
"48211000000129682","48211000000013007","2026-07-22 14:32:44:370","2026-07-22 14:32:44:370","Mangaluru South Hospital Cam 4","12.87144","74.840139","48211000000048015","Active","2019-09-21","48211000000054022"
"48211000000129683","48211000000013007","2026-07-22 14:32:44:371","2026-07-22 14:32:44:371","Mangaluru South College Cam 5","12.875677","74.838642","48211000000048015","Active","2021-04-27","48211000000054022"
"48211000000129684","48211000000013007","2026-07-22 14:32:44:373","2026-07-22 14:32:44:373","Mangaluru South Mosque Cam 6","12.878443","74.831354","48211000000048015","Active","2019-03-22","48211000000054022"
"48211000000129685","48211000000013007","2026-07-22 14:32:44:374","2026-07-22 14:32:44:374","Mangaluru South Residential Cam 7","12.855974","74.843394","48211000000048015","Active","2022-12-11","48211000000054022"
"48211000000129686","48211000000013007","2026-07-22 14:32:44:376","2026-07-22 14:32:44:376","Mangaluru South Stadium Cam 8","12.872887","74.838173","48211000000048015","Active","2023-09-13","48211000000054022"
"48211000000129687","48211000000013007","2026-07-22 14:32:44:377","2026-07-22 14:32:44:377","Mangaluru South Mosque Cam 9","12.861113","74.841137","48211000000048015","Active","2021-06-22","48211000000054022"
"48211000000129688","48211000000013007","2026-07-22 14:32:44:378","2026-07-22 14:32:44:378","Mangaluru South College Cam 10","12.877635","74.840834","48211000000048015","Inactive","2022-10-08","48211000000054022"
"48211000000129689","48211000000013007","2026-07-22 14:32:44:380","2026-07-22 14:32:44:380","Mangaluru South Main Road Junction Cam 11","12.859446","74.845314","48211000000048015","Active","2024-03-29","48211000000054022"
"48211000000129690","48211000000013007","2026-07-22 14:32:44:381","2026-07-22 14:32:44:381","Mangaluru South Railway Junction Cam 12","12.867998","74.857184","48211000000048015","Inactive","2023-06-02","48211000000054022"
"48211000000129691","48211000000013007","2026-07-22 14:32:44:382","2026-07-22 14:32:44:382","Mangaluru South School Zone Cam 13","12.8616","74.836882","48211000000048015","Active","2020-07-09","48211000000054022"
"48211000000129692","48211000000013007","2026-07-22 14:32:44:384","2026-07-22 14:32:44:384","Mangaluru South Temple Cam 14","12.882583","74.847997","48211000000048015","Active","2021-05-16","48211000000054022"
"48211000000129693","48211000000013007","2026-07-22 14:32:44:385","2026-07-22 14:32:44:385","Mangaluru South Stadium Cam 15","12.876087","74.838048","48211000000048015","Active","2023-09-23","48211000000054022"
"48211000000129694","48211000000013007","2026-07-22 14:32:44:387","2026-07-22 14:32:44:387","Mangaluru South Market Cam 16","12.871814","74.845653","48211000000048015","Active","2019-08-02","48211000000054022"
"48211000000129695","48211000000013007","2026-07-22 14:32:44:388","2026-07-22 14:32:44:388","Mangaluru South Government Office Cam 17","12.88292","74.832227","48211000000048015","Active","2026-04-23","48211000000054022"
"48211000000129696","48211000000013007","2026-07-22 14:32:44:389","2026-07-22 14:32:44:389","Mangaluru South Court Complex Cam 18","12.869926","74.842657","48211000000048015","Active","2019-03-25","48211000000054022"
"48211000000129697","48211000000013007","2026-07-22 14:32:44:391","2026-07-22 14:32:44:391","Mangaluru South College Cam 19","12.87985","74.842743","48211000000048015","Active","2025-04-29","48211000000054022"
"48211000000129698","48211000000013007","2026-07-22 14:32:44:392","2026-07-22 14:32:44:392","Belagavi Camp Bus Stand Cam 1","15.854724","74.497495","48211000000048016","Active","2025-10-23","48211000000054023"
"48211000000129699","48211000000013007","2026-07-22 14:32:44:394","2026-07-22 14:32:44:394","Belagavi Camp Mosque Cam 2","15.839486","74.495561","48211000000048016","Active","2022-06-28","48211000000054023"
"48211000000129700","48211000000013007","2026-07-22 14:32:44:395","2026-07-22 14:32:44:395","Belagavi Camp Temple Cam 3","15.849888","74.498899","48211000000048016","Active","2023-03-18","48211000000054023"
"48211000000129701","48211000000013007","2026-07-22 14:32:44:396","2026-07-22 14:32:44:396","Belagavi Camp School Zone Cam 4","15.845515","74.496728","48211000000048016","Active","2026-01-13","48211000000054023"
"48211000000129702","48211000000013007","2026-07-22 14:32:44:398","2026-07-22 14:32:44:398","Belagavi Camp Temple Cam 5","15.847218","74.496811","48211000000048016","Active","2025-09-25","48211000000054023"
"48211000000129703","48211000000013007","2026-07-22 14:32:44:399","2026-07-22 14:32:44:399","Belagavi Camp Police HQ Gate Cam 6","15.841356","74.500293","48211000000048016","Active","2022-11-23","48211000000054023"
"48211000000129704","48211000000013007","2026-07-22 14:32:44:401","2026-07-22 14:32:44:401","Belagavi Camp School Zone Cam 7","15.844808","74.49454","48211000000048016","Active","2022-10-29","48211000000054023"
"48211000000129705","48211000000013007","2026-07-22 14:32:44:402","2026-07-22 14:32:44:402","Belagavi Camp College Cam 8","15.849766","74.497575","48211000000048016","Active","2023-01-23","48211000000054023"
"48211000000129706","48211000000013007","2026-07-22 14:32:44:403","2026-07-22 14:32:44:403","Belagavi Camp Main Road Junction Cam 9","15.843652","74.50109","48211000000048016","Active","2020-12-22","48211000000054023"
"48211000000129707","48211000000013007","2026-07-22 14:32:44:405","2026-07-22 14:32:44:405","Belagavi Camp Temple Cam 10","15.847993","74.505753","48211000000048016","Active","2025-01-13","48211000000054023"
"48211000000129708","48211000000013007","2026-07-22 14:32:44:406","2026-07-22 14:32:44:406","Belagavi Camp Church Cam 11","15.851533","74.489206","48211000000048016","Active","2022-01-04","48211000000054023"
"48211000000129709","48211000000013007","2026-07-22 14:32:44:408","2026-07-22 14:32:44:408","Belagavi Camp Stadium Cam 12","15.853183","74.497803","48211000000048016","Active","2024-01-21","48211000000054023"
"48211000000129710","48211000000013007","2026-07-22 14:32:44:409","2026-07-22 14:32:44:409","Belagavi Camp Police HQ Gate Cam 13","15.85028","74.495027","48211000000048016","Active","2022-10-09","48211000000054023"
"48211000000129711","48211000000013007","2026-07-22 14:32:44:410","2026-07-22 14:32:44:410","Belagavi Camp Hospital Cam 14","15.84945","74.497891","48211000000048016","Active","2022-12-24","48211000000054023"
"48211000000129712","48211000000013007","2026-07-22 14:32:44:412","2026-07-22 14:32:44:412","Belagavi Camp Stadium Cam 15","15.856973","74.49288","48211000000048016","Active","2022-02-05","48211000000054023"
"48211000000129713","48211000000013007","2026-07-22 14:32:44:413","2026-07-22 14:32:44:413","Belagavi Camp Court Complex Cam 16","15.849073","74.491488","48211000000048016","Active","2023-07-23","48211000000054023"
"48211000000129714","48211000000013007","2026-07-22 14:32:44:414","2026-07-22 14:32:44:414","Belagavi Camp Main Road Junction Cam 17","15.844425","74.497982","48211000000048016","Active","2024-07-03","48211000000054023"
"48211000000129715","48211000000013007","2026-07-22 14:32:44:416","2026-07-22 14:32:44:416","Belagavi Camp Temple Cam 18","15.850224","74.502707","48211000000048016","Active","2021-09-23","48211000000054023"
"48211000000129716","48211000000013007","2026-07-22 14:32:44:417","2026-07-22 14:32:44:417","Belagavi Camp College Cam 19","15.848077","74.494701","48211000000048016","Active","2022-11-09","48211000000054023"
"48211000000129717","48211000000013007","2026-07-22 14:32:44:418","2026-07-22 14:32:44:418","Belagavi Camp Bus Stand Cam 20","15.845101","74.497578","48211000000048016","Active","2024-02-02","48211000000054023"
"48211000000129718","48211000000013007","2026-07-22 14:32:44:420","2026-07-22 14:32:44:420","Belagavi Camp School Zone Cam 21","15.852629","74.497673","48211000000048016","Active","2022-07-16","48211000000054023"
