CameraName,Latitude,Longitude,DistrictId,UnitId,Status,InstalledDate
Mysuru City Market Cam 10,12.263862,76.630277,48211000000048014,48211000000054019,Active,2023-12-17
Mysuru City Bus Stand Cam 11,12.2622,76.630759,48211000000048014,48211000000054019,Active,2025-01-13
Mysuru City Court Complex Cam 12,12.278312,76.619694,48211000000048014,48211000000054019,Active,2022-10-06
Mysuru City Bus Stand Cam 13,12.249369,76.642472,48211000000048014,48211000000054019,Active,2021-12-20
Mysuru City School Zone Cam 14,12.253191,76.636847,48211000000048014,48211000000054019,Active,2020-07-05
Mysuru Circle Office Bus Stand Cam 1,12.284093,76.6229,48211000000048014,48211000000054020,Active,2022-10-04
Mysuru Circle Office Market Cam 2,12.278417,76.621505,48211000000048014,48211000000054020,Active,2023-10-24
Mysuru Circle Office School Zone Cam 3,12.26751,76.637653,48211000000048014,48211000000054020,Active,2021-05-23
Mysuru Circle Office Market Cam 4,12.274767,76.651271,48211000000048014,48211000000054020,Active,2020-02-20
Mysuru Circle Office Bus Stand Cam 5,12.249036,76.623084,48211000000048014,48211000000054020,Active,2021-02-11
Mysuru Circle Office Market Cam 6,12.27134,76.648595,48211000000048014,48211000000054020,Active,2019-02-21
Mysuru Circle Office Police Station Cam 7,12.253178,76.644692,48211000000048014,48211000000054020,Active,2023-10-01
Mysuru Circle Office Temple Cam 8,12.253181,76.63857,48211000000048014,48211000000054020,Active,2022-09-17
Mysuru Circle Office Hospital Cam 9,12.286357,76.653842,48211000000048014,48211000000054020,Active,2019-04-01
Mysuru Circle Office Police Station Cam 10,12.274823,76.638613,48211000000048014,48211000000054020,Active,2019-04-09
Mysuru Circle Office Temple Cam 11,12.283818,76.649404,48211000000048014,48211000000054020,Active,2024-07-15
Mysuru Circle Office Bus Stand Cam 12,12.247231,76.647018,48211000000048014,48211000000054020,Active,2022-06-16
Mysuru Circle Office School Zone Cam 13,12.270296,76.639261,48211000000048014,48211000000054020,Active,2019-08-06
Mysuru Circle Office Court Complex Cam 14,12.264591,76.634634,48211000000048014,48211000000054020,Under Maintenance,2020-08-21
Mysuru Circle Office Market Cam 15,12.258512,76.650982,48211000000048014,48211000000054020,Under Maintenance,2024-12-28
Mysuru Circle Office Market Cam 16,12.275779,76.626614,48211000000048014,48211000000054020,Active,2020-08-16
Mangaluru North Hospital Cam 1,12.892384,74.996793,48211000000048015,48211000000054021,Active,2024-01-06
Mangaluru North School Zone Cam 2,12.8915,74.974512,48211000000048015,48211000000054021,Active,2022-12-05
Mangaluru North Police Station Cam 3,12.875164,74.976406,48211000000048015,48211000000054021,Active,2019-09-10
Mangaluru North Market Cam 4,12.89786,75.002365,48211000000048015,48211000000054021,Active,2024-12-15
Mangaluru North Residential Colony Cam 5,12.886699,74.970933,48211000000048015,48211000000054021,Active,2024-07-07
Mangaluru North Temple Cam 6,12.867457,74.979995,48211000000048015,48211000000054021,Active,2024-10-22
Mangaluru North Police Station Cam 7,12.866575,74.985834,48211000000048015,48211000000054021,Active,2019-06-17
Mangaluru North School Zone Cam 8,12.87233,74.969779,48211000000048015,48211000000054021,Active,2024-09-07
Mangaluru North School Zone Cam 9,12.86948,74.978319,48211000000048015,48211000000054021,Active,2024-07-06
Mangaluru North Residential Colony Cam 10,12.888577,74.977839,48211000000048015,48211000000054021,Active,2022-07-15
Mangaluru North Market Cam 11,12.882914,74.978711,48211000000048015,48211000000054021,Active,2024-03-22
Mangaluru North Hospital Cam 12,12.865489,74.968892,48211000000048015,48211000000054021,Active,2019-04-07
Mangaluru North Police Station Cam 13,12.872048,74.974091,48211000000048015,48211000000054021,Active,2019-02-17
Mangaluru North Market Cam 14,12.864463,74.996471,48211000000048015,48211000000054021,Active,2023-08-23
Mangaluru North Hospital Cam 15,12.881801,74.97633,48211000000048015,48211000000054021,Active,2023-03-04
Mangaluru North Residential Colony Cam 16,12.894349,74.978867,48211000000048015,48211000000054021,Active,2022-06-01
Mangaluru North Hospital Cam 17,12.86978,74.979039,48211000000048015,48211000000054021,Active,2023-07-17
Mangaluru North Bus Stand Cam 18,12.888867,74.976685,48211000000048015,48211000000054021,Active,2020-07-13
Mangaluru North Residential Colony Cam 19,12.872582,75.000606,48211000000048015,48211000000054021,Active,2020-10-26
Mangaluru North Bus Stand Cam 20,12.883521,74.995111,48211000000048015,48211000000054021,Under Maintenance,2022-01-22
Mangaluru North Market Cam 21,12.897868,74.976319,48211000000048015,48211000000054021,Active,2022-12-25
Mangaluru South Police Station Cam 1,12.854498,74.961588,48211000000048015,48211000000054022,Active,2023-09-20
Mangaluru South Court Complex Cam 2,12.871635,74.988759,48211000000048015,48211000000054022,Active,2020-05-05
Mangaluru South Hospital Cam 3,12.859217,74.964351,48211000000048015,48211000000054022,Active,2024-11-01
Mangaluru South Residential Colony Cam 4,12.871994,74.957682,48211000000048015,48211000000054022,Active,2024-02-06
Mangaluru South Market Cam 5,12.85009,74.994037,48211000000048015,48211000000054022,Active,2021-05-12
Mangaluru South Police Station Cam 6,12.845929,74.987337,48211000000048015,48211000000054022,Active,2023-08-09
Mangaluru South Temple Cam 7,12.872164,74.984338,48211000000048015,48211000000054022,Active,2020-01-04
Mangaluru South School Zone Cam 8,12.845262,74.995007,48211000000048015,48211000000054022,Active,2023-05-14
Mangaluru South Police Station Cam 9,12.848989,74.994313,48211000000048015,48211000000054022,Active,2024-09-14
Mangaluru South Police Station Cam 10,12.838337,74.993743,48211000000048015,48211000000054022,Active,2020-09-02
Mangaluru South Temple Cam 11,12.863445,74.958105,48211000000048015,48211000000054022,Under Maintenance,2023-11-21
Mangaluru South Market Cam 12,12.859676,74.965323,48211000000048015,48211000000054022,Active,2024-06-16
Mangaluru South Court Complex Cam 13,12.853939,74.976687,48211000000048015,48211000000054022,Active,2025-01-09
Mangaluru South Temple Cam 14,12.837463,74.988863,48211000000048015,48211000000054022,Active,2024-11-20
Belagavi Camp Residential Colony Cam 1,15.977959,74.638346,48211000000048016,48211000000054023,Active,2020-08-23
Belagavi Camp Bus Stand Cam 2,15.955631,74.641026,48211000000048016,48211000000054023,Active,2021-03-20
Belagavi Camp School Zone Cam 3,15.955291,74.638599,48211000000048016,48211000000054023,Active,2025-07-21
Belagavi Camp Temple Cam 4,15.956768,74.620905,48211000000048016,48211000000054023,Active,2023-09-14
Belagavi Camp School Zone Cam 5,15.973641,74.629164,48211000000048016,48211000000054023,Active,2023-05-25
Belagavi Camp Hospital Cam 6,15.943553,74.616281,48211000000048016,48211000000054023,Active,2019-04-13
Belagavi Camp Market Cam 7,15.957698,74.619917,48211000000048016,48211000000054023,Active,2023-11-27
Belagavi Camp Bus Stand Cam 8,15.96761,74.617327,48211000000048016,48211000000054023,Under Maintenance,2020-01-14
Belagavi Camp Residential Colony Cam 9,15.939582,74.618357,48211000000048016,48211000000054023,Active,2024-12-07
Belagavi Camp Temple Cam 10,15.971696,74.642838,48211000000048016,48211000000054023,Active,2023-09-12
Belagavi Camp Residential Colony Cam 11,15.973863,74.646857,48211000000048016,48211000000054023,Active,2021-02-06
Belagavi Camp School Zone Cam 12,15.948607,74.635138,48211000000048016,48211000000054023,Active,2023-11-15
Belagavi Camp Bus Stand Cam 13,15.961084,74.626539,48211000000048016,48211000000054023,Active,2024-04-09
Belagavi Rural School Zone Cam 1,15.964565,74.632881,48211000000048016,48211000000054024,Active,2021-01-18
Belagavi Rural Bus Stand Cam 2,15.953529,74.652196,48211000000048016,48211000000054024,Active,2019-06-19
Belagavi Rural Hospital Cam 3,15.979017,74.622216,48211000000048016,48211000000054024,Active,2024-03-24
Belagavi Rural School Zone Cam 4,15.959381,74.632859,48211000000048016,48211000000054024,Active,2022-03-13
Belagavi Rural Police Station Cam 5,15.981462,74.642368,48211000000048016,48211000000054024,Under Maintenance,2021-10-27
Belagavi Rural Residential Colony Cam 6,15.968424,74.632586,48211000000048016,48211000000054024,Active,2022-04-28
Belagavi Rural Temple Cam 7,15.973922,74.657114,48211000000048016,48211000000054024,Active,2024-01-01
Belagavi Rural Hospital Cam 8,15.989528,74.623147,48211000000048016,48211000000054024,Active,2022-06-15
Belagavi Rural Hospital Cam 9,15.970782,74.623813,48211000000048016,48211000000054024,Under Maintenance,2024-08-20
Belagavi Rural Temple Cam 10,15.983543,74.647603,48211000000048016,48211000000054024,Active,2025-05-25
Belagavi Rural Police Station Cam 11,15.965634,74.634349,48211000000048016,48211000000054024,Active,2024-08-26
Belagavi Rural Police Station Cam 12,15.95225,74.657933,48211000000048016,48211000000054024,Active,2023-06-28
Belagavi Rural Police Station Cam 13,15.986223,74.660108,48211000000048016,48211000000054024,Active,2020-11-05
Belagavi Rural Police Station Cam 14,15.986584,74.623343,48211000000048016,48211000000054024,Active,2019-11-20
Belagavi Rural School Zone Cam 15,15.984842,74.623759,48211000000048016,48211000000054024,Active,2023-04-05
Belagavi Rural Court Complex Cam 16,15.989021,74.652425,48211000000048016,48211000000054024,Active,2020-01-22
Belagavi Rural Residential Colony Cam 17,15.985582,74.652136,48211000000048016,48211000000054024,Active,2021-01-07
Belagavi Rural Bus Stand Cam 18,15.986042,74.651705,48211000000048016,48211000000054024,Active,2019-05-23
Dharwad District HQ Market Cam 1,15.443756,75.033568,48211000000048017,48211000000054026,Active,2024-04-20
Dharwad District HQ Temple Cam 2,15.434757,75.066308,48211000000048017,48211000000054026,Active,2023-09-18
Dharwad District HQ Hospital Cam 3,15.443052,75.034126,48211000000048017,48211000000054026,Active,2024-06-05
Dharwad District HQ School Zone Cam 4,15.426683,75.055767,48211000000048017,48211000000054026,Active,2024-11-15
Dharwad District HQ Temple Cam 5,15.416446,75.049721,48211000000048017,48211000000054026,Under Maintenance,2020-08-26
Dharwad District HQ School Zone Cam 6,15.441033,75.071607,48211000000048017,48211000000054026,Active,2025-04-25
Dharwad District HQ Market Cam 7,15.434303,75.069182,48211000000048017,48211000000054026,Under Maintenance,2024-02-12
Kalaburagi Town Police Station Cam 1,17.283503,76.809752,48211000000048018,48211000000054027,Active,2021-12-11
Kalaburagi Town School Zone Cam 2,17.281187,76.799012,48211000000048018,48211000000054027,Active,2022-03-07
Kalaburagi Town Police Station Cam 3,17.299202,76.818832,48211000000048018,48211000000054027,Under Maintenance,2020-03-08
Kalaburagi Town Market Cam 4,17.288539,76.817312,48211000000048018,48211000000054027,Active,2023-11-04
Kalaburagi Town Market Cam 5,17.312874,76.821837,48211000000048018,48211000000054027,Active,2025-02-07
Kalaburagi Town Temple Cam 6,17.300496,76.819945,48211000000048018,48211000000054027,Active,2023-01-03
Kalaburagi Town Bus Stand Cam 7,17.29092,76.81635,48211000000048018,48211000000054027,Active,2023-10-04
Kalaburagi Town School Zone Cam 8,17.305375,76.793509,48211000000048018,48211000000054027,Active,2023-09-23
Kalaburagi Town Temple Cam 9,17.279147,76.805471,48211000000048018,48211000000054027,Active,2022-05-11
Kalaburagi Town Bus Stand Cam 10,17.310096,76.808711,48211000000048018,48211000000054027,Active,2025-07-02
Kalaburagi Town Market Cam 11,17.312165,76.803424,48211000000048018,48211000000054027,Active,2022-10-16
Kalaburagi Town Police Station Cam 12,17.289866,76.826998,48211000000048018,48211000000054027,Active,2025-05-25
Kalaburagi Town Court Complex Cam 13,17.292846,76.811983,48211000000048018,48211000000054027,Active,2023-03-10
Kalaburagi Town School Zone Cam 14,17.309505,76.805137,48211000000048018,48211000000054027,Active,2024-05-13
Kalaburagi Sub-Division Police Station Cam 1,17.287825,76.829209,48211000000048018,48211000000054028,Active,2023-02-16
Kalaburagi Sub-Division School Zone Cam 2,17.301612,76.823957,48211000000048018,48211000000054028,Active,2025-12-05
Kalaburagi Sub-Division School Zone Cam 3,17.299327,76.832023,48211000000048018,48211000000054028,Active,2019-05-22
Kalaburagi Sub-Division Temple Cam 4,17.307293,76.838473,48211000000048018,48211000000054028,Active,2019-06-24
Kalaburagi Sub-Division Bus Stand Cam 5,17.302168,76.815519,48211000000048018,48211000000054028,Active,2023-12-04
Kalaburagi Sub-Division Market Cam 6,17.308884,76.836514,48211000000048018,48211000000054028,Active,2020-09-12
Kalaburagi Sub-Division Temple Cam 7,17.325043,76.8163,48211000000048018,48211000000054028,Active,2022-11-10
Kalaburagi Sub-Division Market Cam 8,17.290366,76.821145,48211000000048018,48211000000054028,Active,2020-01-14
Kalaburagi Sub-Division Court Complex Cam 9,17.317382,76.829934,48211000000048018,48211000000054028,Active,2019-04-07
Kalaburagi Sub-Division Police Station Cam 10,17.318266,76.826378,48211000000048018,48211000000054028,Active,2019-11-25
Kalaburagi Sub-Division School Zone Cam 11,17.300958,76.83067,48211000000048018,48211000000054028,Active,2020-12-12
Kalaburagi Sub-Division Market Cam 12,17.317637,76.831058,48211000000048018,48211000000054028,Active,2020-05-23
Kalaburagi Sub-Division Market Cam 13,17.288487,76.818968,48211000000048018,48211000000054028,Active,2024-06-16
Kalaburagi Sub-Division Police Station Cam 14,17.305827,76.819393,48211000000048018,48211000000054028,Active,2025-11-05
Kalaburagi Sub-Division School Zone Cam 15,17.29377,76.832826,48211000000048018,48211000000054028,Active,2019-04-24
Kalaburagi Sub-Division Residential Colony Cam 16,17.288258,76.825102,48211000000048018,48211000000054028,Active,2023-07-27
Jamkhandi Police Station Cam 1,16.084608,76.036776,48211000000054381,48211000000072934,Under Maintenance,2021-05-07
Jamkhandi Bus Stand Cam 2,16.121843,76.061903,48211000000054381,48211000000072934,Under Maintenance,2025-12-08
Jamkhandi Bus Stand Cam 3,16.100198,76.029397,48211000000054381,48211000000072934,Active,2020-07-07
Jamkhandi Court Complex Cam 4,16.121332,76.062388,48211000000054381,48211000000072934,Active,2020-03-21
Badami Bus Stand Cam 1,16.33893,75.247301,48211000000054381,48211000000072936,Active,2022-01-05
Badami Temple Cam 2,16.33503,75.260809,48211000000054381,48211000000072936,Active,2020-08-04
Badami Bus Stand Cam 3,16.334367,75.253254,48211000000054381,48211000000072936,Active,2019-11-11
Bilagi Market Cam 1,16.270455,75.857614,48211000000054381,48211000000072937,Active,2022-07-24
Bilagi Market Cam 2,16.267439,75.854025,48211000000054381,48211000000072937,Active,2021-01-23
Bilagi Hospital Cam 3,16.268663,75.86369,48211000000054381,48211000000072937,Active,2022-11-11
Ilkal Police Station Cam 1,16.015738,75.830157,48211000000054381,48211000000072939,Active,2024-11-12
Ilkal School Zone Cam 2,16.017744,75.830382,48211000000054381,48211000000072939,Active,2025-02-09
Ilkal Bus Stand Cam 3,16.013539,75.822534,48211000000054381,48211000000072939,Active,2019-06-02
Rabkavi Banhatti Temple Cam 1,16.215479,75.407449,48211000000054381,48211000000072940,Active,2019-01-26
Rabkavi Banhatti Police Station Cam 2,16.209534,75.408527,48211000000054381,48211000000072940,Active,2023-11-18
Rabkavi Banhatti School Zone Cam 3,16.214229,75.406885,48211000000054381,48211000000072940,Active,2025-06-20
Ballari Police Station Cam 1,14.919534,76.628411,48211000000054382,48211000000072942,Active,2022-05-11
Ballari School Zone Cam 2,14.923567,76.662295,48211000000054382,48211000000072942,Active,2022-05-24
Ballari Residential Colony Cam 3,14.916058,76.644877,48211000000054382,48211000000072942,Active,2020-05-11
Ballari School Zone Cam 4,14.902588,76.636988,48211000000054382,48211000000072942,Active,2025-04-03
Ballari Market Cam 5,14.904119,76.659973,48211000000054382,48211000000072942,Active,2022-12-23
Ballari Residential Colony Cam 6,14.93826,76.659506,48211000000054382,48211000000072942,Active,2020-12-20
Ballari Hospital Cam 7,14.92633,76.645401,48211000000054382,48211000000072942,Active,2022-08-03
Belagavi Market Cam 1,15.977564,75.065971,48211000000048016,48211000000072947,Active,2024-01-10
Belagavi Market Cam 2,15.992867,75.055627,48211000000048016,48211000000072947,Active,2024-02-28
Belagavi Residential Colony Cam 3,15.997915,75.069424,48211000000048016,48211000000072947,Active,2019-10-14
Belagavi Hospital Cam 4,15.974674,75.085062,48211000000048016,48211000000072947,Under Maintenance,2025-07-26
Belagavi Hospital Cam 5,15.98115,75.090963,48211000000048016,48211000000072947,Active,2020-10-10
Belagavi Market Cam 6,15.983835,75.089654,48211000000048016,48211000000072947,Active,2021-02-05
Belagavi Police Station Cam 7,15.983387,75.092771,48211000000048016,48211000000072947,Active,2024-06-18
Belagavi School Zone Cam 8,15.972984,75.065134,48211000000048016,48211000000072947,Active,2022-09-24
Belagavi Police Station Cam 9,16.002408,75.087903,48211000000048016,48211000000072947,Active,2023-01-03
Belagavi Market Cam 10,15.969066,75.083731,48211000000048016,48211000000072947,Active,2022-06-16
Belagavi School Zone Cam 11,15.97942,75.059101,48211000000048016,48211000000072947,Active,2024-09-16
Belagavi School Zone Cam 12,15.992186,75.093896,48211000000048016,48211000000072947,Active,2024-10-11
Belagavi School Zone Cam 13,15.996467,75.084224,48211000000048016,48211000000072947,Under Maintenance,2024-08-18
Athani Market Cam 1,16.395585,74.475849,48211000000048016,48211000000072948,Active,2020-11-06
Athani Residential Colony Cam 2,16.386827,74.504096,48211000000048016,48211000000072948,Active,2020-02-24
Athani Police Station Cam 3,16.401933,74.508562,48211000000048016,48211000000072948,Active,2022-10-18
Athani School Zone Cam 4,16.418226,74.509812,48211000000048016,48211000000072948,Active,2021-02-28
Bailhongal Residential Colony Cam 1,16.677195,75.155271,48211000000048016,48211000000072949,Active,2023-02-07
Bailhongal Residential Colony Cam 2,16.679903,75.165292,48211000000048016,48211000000072949,Active,2024-01-17
Bailhongal Bus Stand Cam 3,16.680579,75.166071,48211000000048016,48211000000072949,Active,2025-11-08
Bailhongal Market Cam 4,16.67083,75.171869,48211000000048016,48211000000072949,Active,2024-11-13
Bailhongal School Zone Cam 5,16.660143,75.182535,48211000000048016,48211000000072949,Active,2022-04-01
Bailhongal Temple Cam 6,16.685965,75.1701,48211000000048016,48211000000072949,Active,2022-04-22
Bailhongal Market Cam 7,16.672063,75.171128,48211000000048016,48211000000072949,Active,2024-11-22
Bailhongal Bus Stand Cam 8,16.679212,75.161549,48211000000048016,48211000000072949,Active,2021-10-24
Gokak School Zone Cam 1,16.323903,74.872156,48211000000048016,48211000000072951,Active,2023-07-17
Gokak Police Station Cam 2,16.345363,74.885437,48211000000048016,48211000000072951,Active,2020-03-04
Gokak School Zone Cam 3,16.343293,74.899471,48211000000048016,48211000000072951,Active,2020-10-06
Gokak School Zone Cam 4,16.344474,74.876969,48211000000048016,48211000000072951,Active,2024-11-20
Gokak Police Station Cam 5,16.353006,74.904022,48211000000048016,48211000000072951,Active,2025-11-16
Mudalgi Police Station Cam 1,15.726042,74.785623,48211000000048016,48211000000072953,Active,2022-05-15
Mudalgi Bus Stand Cam 2,15.727403,74.795569,48211000000048016,48211000000072953,Active,2020-03-19
Mudalgi Hospital Cam 3,15.756649,74.800597,48211000000048016,48211000000072953,Active,2020-07-26
Mudalgi Residential Colony Cam 4,15.729541,74.808658,48211000000048016,48211000000072953,Active,2019-11-22
Nippani Bus Stand Cam 1,16.589874,74.940756,48211000000048016,48211000000072954,Active,2019-06-02
Nippani Police Station Cam 2,16.573234,74.948791,48211000000048016,48211000000072954,Active,2025-11-11
Nippani Market Cam 3,16.59116,74.951778,48211000000048016,48211000000072954,Active,2021-02-26
Nippani Temple Cam 4,16.562224,74.927016,48211000000048016,48211000000072954,Active,2019-09-19
Nippani School Zone Cam 5,16.589965,74.936802,48211000000048016,48211000000072954,Active,2023-08-03
Nippani School Zone Cam 6,16.562713,74.934408,48211000000048016,48211000000072954,Active,2022-07-14
Nippani Market Cam 7,16.590388,74.964579,48211000000048016,48211000000072954,Active,2025-05-20
Savadatti Residential Colony Cam 1,16.316453,74.668756,48211000000048016,48211000000072956,Under Maintenance,2021-04-16
Savadatti School Zone Cam 2,16.306199,74.679352,48211000000048016,48211000000072956,Under Maintenance,2025-09-14
Savadatti School Zone Cam 3,16.298744,74.684934,48211000000048016,48211000000072956,Active,2022-06-26
Savadatti Police Station Cam 4,16.295051,74.676699,48211000000048016,48211000000072956,Active,2025-05-25
Savadatti Bus Stand Cam 5,16.304988,74.679755,48211000000048016,48211000000072956,Active,2019-11-03
Savadatti Residential Colony Cam 6,16.293093,74.67337,48211000000048016,48211000000072956,Active,2024-02-16
Savadatti Residential Colony Cam 7,16.318241,74.682449,48211000000048016,48211000000072956,Active,2021-07-11
Savadatti Hospital Cam 8,16.296386,74.682576,48211000000048016,48211000000072956,Active,2021-02-26
Kagawada Residential Colony Cam 1,15.916863,74.868002,48211000000048016,48211000000072958,Active,2021-11-13
Kagawada Market Cam 2,15.895935,74.893885,48211000000048016,48211000000072958,Active,2022-08-04
Kagawada Residential Colony Cam 3,15.925088,74.868623,48211000000048016,48211000000072958,Active,2019-10-13
Kagawada Residential Colony Cam 4,15.921349,74.871223,48211000000048016,48211000000072958,Active,2020-07-26
Kagawada School Zone Cam 5,15.90612,74.900067,48211000000048016,48211000000072958,Active,2025-04-01
Kagawada Police Station Cam 6,15.921601,74.897369,48211000000048016,48211000000072958,Active,2019-06-20
Kagawada Hospital Cam 7,15.901387,74.882204,48211000000048016,48211000000072958,Active,2023-02-13
Kagawada School Zone Cam 8,15.899704,74.89628,48211000000048016,48211000000072958,Active,2025-10-09
Yargatti Residential Colony Cam 1,15.908966,74.516587,48211000000048016,48211000000072961,Active,2022-06-02
Yargatti Hospital Cam 2,15.935763,74.520043,48211000000048016,48211000000072961,Active,2024-11-09
Yargatti Police Station Cam 3,15.939842,74.490217,48211000000048016,48211000000072961,Active,2020-01-16
Yargatti Market Cam 4,15.930567,74.512976,48211000000048016,48211000000072961,Under Maintenance,2022-06-23
Bengaluru Market Cam 1,13.113775,77.511145,48211000000048013,48211000000072962,Active,2025-11-22
Bengaluru Police Station Cam 2,13.087554,77.516968,48211000000048013,48211000000072962,Active,2021-03-24
Bengaluru Police Station Cam 3,13.075462,77.507429,48211000000048013,48211000000072962,Under Maintenance,2020-10-02
Bengaluru Bus Stand Cam 4,13.099613,77.496357,48211000000048013,48211000000072962,Active,2025-03-13
Bengaluru Market Cam 5,13.090276,77.520426,48211000000048013,48211000000072962,Active,2025-01-03
Bengaluru School Zone Cam 6,13.114198,77.490936,48211000000048013,48211000000072962,Active,2025-09-12
Bengaluru Hospital Cam 7,13.112402,77.501967,48211000000048013,48211000000072962,Active,2025-05-03
Bengaluru Court Complex Cam 8,13.094581,77.514238,48211000000048013,48211000000072962,Active,2020-09-22
Bengaluru School Zone Cam 9,13.097382,77.509014,48211000000048013,48211000000072962,Active,2020-08-23
Bengaluru Market Cam 10,13.094455,77.496471,48211000000048013,48211000000072962,Active,2023-03-01
Bengaluru Market Cam 11,13.088493,77.522614,48211000000048013,48211000000072962,Active,2021-02-05
Bengaluru Police Station Cam 12,13.099713,77.518638,48211000000048013,48211000000072962,Active,2020-11-22
Bengaluru Market Cam 13,13.089457,77.52281,48211000000048013,48211000000072962,Active,2024-11-27
Bengaluru School Zone Cam 14,13.096854,77.49636,48211000000048013,48211000000072962,Active,2025-08-11
Bengaluru Police Station Cam 15,13.102914,77.495409,48211000000048013,48211000000072962,Active,2020-11-12
Bengaluru School Zone Cam 16,13.09714,77.505568,48211000000048013,48211000000072962,Active,2021-06-13
Bengaluru Hospital Cam 17,13.076919,77.516966,48211000000048013,48211000000072962,Under Maintenance,2020-06-28
Bengaluru Market Cam 18,13.083296,77.487531,48211000000048013,48211000000072962,Active,2020-09-09
Bengaluru Market Cam 19,13.086104,77.507365,48211000000048013,48211000000072962,Under Maintenance,2025-07-08
Bengaluru Market Cam 20,13.095933,77.510234,48211000000048013,48211000000072962,Active,2021-03-18
Bengaluru Police Station Cam 21,13.080463,77.524861,48211000000048013,48211000000072962,Under Maintenance,2019-10-02
