"ROWID","CameraName","Latitude","Longitude","DistrictId","UnitId","Status"
"48211000000129604","Whitefield Mosque Cam 7","12.965594","77.732913","48211000000048013","48211000000054018","Active"
"48211000000129605","Whitefield School Zone Cam 8","12.970765","77.736193","48211000000048013","48211000000054018","Active"
"48211000000129606","Whitefield Police HQ Gate Cam 9","12.975184","77.750317","48211000000048013","48211000000054018","Active"
"48211000000129607","Whitefield Mosque Cam 10","12.954714","77.756818","48211000000048013","48211000000054018","Active"
"48211000000129608","Whitefield Railway Junction Cam 11","12.970247","77.747068","48211000000048013","48211000000054018","Active"
"48211000000129609","Whitefield Court Complex Cam 12","12.978925","77.732142","48211000000048013","48211000000054018","Active"
"48211000000129610","Whitefield Government Office Cam 13","12.97932","77.736731","48211000000048013","48211000000054018","Active"
"48211000000129611","Whitefield Court Complex Cam 14","12.975881","77.730166","48211000000048013","48211000000054018","Active"
"48211000000129612","Whitefield Police HQ Gate Cam 15","12.969643","77.749541","48211000000048013","48211000000054018","Active"
"48211000000129613","Whitefield School Zone Cam 16","12.975564","77.765253","48211000000048013","48211000000054018","Active"
"48211000000129614","Whitefield Government Office Cam 17","12.971391","77.750123","48211000000048013","48211000000054018","Active"
"48211000000129615","Whitefield Police HQ Gate Cam 18","12.968625","77.75281","48211000000048013","48211000000054018","Active"
"48211000000129616","Whitefield Court Complex Cam 19","12.953269","77.75641","48211000000048013","48211000000054018","Active"
"48211000000129617","Whitefield College Cam 20","12.974285","77.741164","48211000000048013","48211000000054018","Active"
"48211000000129618","Whitefield School Zone Cam 21","12.968294","77.765486","48211000000048013","48211000000054018","Active"
"48211000000129619","Mysuru City College Cam 1","12.298301","76.640409","48211000000048014","48211000000054019","Active"
"48211000000129620","Mysuru City Stadium Cam 2","12.298811","76.639404","48211000000048014","48211000000054019","Active"
"48211000000129621","Mysuru City Railway Junction Cam 3","12.294935","76.638775","48211000000048014","48211000000054019","Active"
"48211000000129622","Mysuru City Hospital Cam 4","12.28765","76.645357","48211000000048014","48211000000054019","Active"
"48211000000129623","Mysuru City Market Cam 5","12.297146","76.637478","48211000000048014","48211000000054019","Active"
"48211000000129624","Mysuru City Mosque Cam 6","12.306403","76.63836","48211000000048014","48211000000054019","Active"
"48211000000129625","Mysuru City Mosque Cam 7","12.294588","76.643913","48211000000048014","48211000000054019","Active"
"48211000000129626","Mysuru City Market Cam 8","12.297402","76.638905","48211000000048014","48211000000054019","Active"
"48211000000129627","Mysuru City Market Cam 9","12.296407","76.639138","48211000000048014","48211000000054019","Active"
"48211000000129628","Mysuru City Market Cam 10","12.293869","76.629421","48211000000048014","48211000000054019","Active"
"48211000000129629","Mysuru City School Zone Cam 11","12.299641","76.64796","48211000000048014","48211000000054019","Active"
"48211000000129630","Mysuru City Police HQ Gate Cam 12","12.294234","76.64357","48211000000048014","48211000000054019","Active"
"48211000000129631","Mysuru City Government Office Cam 13","12.296012","76.639783","48211000000048014","48211000000054019","Active"
"48211000000129632","Mysuru City Government Office Cam 14","12.299212","76.639163","48211000000048014","48211000000054019","Active"
"48211000000129633","Mysuru City Government Office Cam 15","12.297904","76.6414","48211000000048014","48211000000054019","Active"
"48211000000129634","Mysuru City Market Cam 16","12.291854","76.648853","48211000000048014","48211000000054019","Active"
"48211000000129635","Mysuru City Court Complex Cam 17","12.300584","76.649274","48211000000048014","48211000000054019","Active"
"48211000000129636","Mysuru City Stadium Cam 18","12.288933","76.646966","48211000000048014","48211000000054019","Active"
"48211000000129637","Mysuru City Main Road Junction Cam 19","12.294325","76.640277","48211000000048014","48211000000054019","Active"
"48211000000129638","Mysuru City Railway Junction Cam 20","12.290826","76.636512","48211000000048014","48211000000054019","Active"
"48211000000129639","Mysuru City School Zone Cam 21","12.303384","76.646305","48211000000048014","48211000000054019","Active"
"48211000000129640","Mysuru Main Road Junction Cam 1","12.303398","76.652817","48211000000048014","48211000000054020","Active"
"48211000000129641","Mysuru Temple Cam 2","12.304887","76.645768","48211000000048014","48211000000054020","Active"
"48211000000129642","Mysuru Temple Cam 3","12.305661","76.654294","48211000000048014","48211000000054020","Inactive"
"48211000000129643","Mysuru Temple Cam 4","12.298874","76.649643","48211000000048014","48211000000054020","Active"
"48211000000129644","Mysuru Market Cam 5","12.307818","76.649715","48211000000048014","48211000000054020","Active"
"48211000000129645","Mysuru Police HQ Gate Cam 6","12.300115","76.65826","48211000000048014","48211000000054020","Active"
"48211000000129646","Mysuru Stadium Cam 7","12.306487","76.654695","48211000000048014","48211000000054020","Active"
"48211000000129647","Mysuru Court Complex Cam 8","12.314614","76.657669","48211000000048014","48211000000054020","Active"
"48211000000129648","Mysuru Residential Cam 9","12.299588","76.661644","48211000000048014","48211000000054020","Active"
"48211000000129649","Mysuru Hospital Cam 10","12.315174","76.656053","48211000000048014","48211000000054020","Active"
"48211000000129650","Mysuru Main Road Junction Cam 11","12.306678","76.664835","48211000000048014","48211000000054020","Active"
"48211000000129651","Mysuru Mosque Cam 12","12.298661","76.661031","48211000000048014","48211000000054020","Active"
"48211000000129652","Mysuru Church Cam 13","12.310547","76.661979","48211000000048014","48211000000054020","Inactive"
"48211000000129653","Mysuru College Cam 14","12.303003","76.6562","48211000000048014","48211000000054020","Active"
"48211000000129654","Mysuru Residential Cam 15","12.303165","76.653879","48211000000048014","48211000000054020","Active"
"48211000000129655","Mysuru Government Office Cam 16","12.315478","76.653253","48211000000048014","48211000000054020","Active"
"48211000000129656","Mysuru Stadium Cam 17","12.305818","76.658809","48211000000048014","48211000000054020","Active"
"48211000000129657","Mysuru Market Cam 18","12.304552","76.66159","48211000000048014","48211000000054020","Active"
"48211000000129658","Mysuru Residential Cam 19","12.30156","76.656068","48211000000048014","48211000000054020","Active"
"48211000000129659","Mysuru Court Complex Cam 20","12.304462","76.656233","48211000000048014","48211000000054020","Active"
"48211000000129660","Mysuru Railway Junction Cam 21","12.305192","76.655217","48211000000048014","48211000000054020","Active"
"48211000000129661","Mysuru Government Office Cam 22","12.306876","76.658847","48211000000048014","48211000000054020","Active"
"48211000000129662","Mangaluru North Stadium Cam 1","12.921689","74.863823","48211000000048015","48211000000054021","Active"
"48211000000129663","Mangaluru North Main Road Junction Cam 2","12.923699","74.85089","48211000000048015","48211000000054021","Active"
"48211000000129664","Mangaluru North Residential Cam 3","12.911423","74.854374","48211000000048015","48211000000054021","Active"
"48211000000129665","Mangaluru North Railway Junction Cam 4","12.923574","74.852777","48211000000048015","48211000000054021","Active"
"48211000000129666","Mangaluru North Police HQ Gate Cam 5","12.916084","74.851682","48211000000048015","48211000000054021","Active"
"48211000000129667","Mangaluru North Court Complex Cam 6","12.91678","74.848769","48211000000048015","48211000000054021","Active"
"48211000000129668","Mangaluru North Government Office Cam 7","12.924544","74.853691","48211000000048015","48211000000054021","Active"
"48211000000129669","Mangaluru North Court Complex Cam 8","12.91365","74.857484","48211000000048015","48211000000054021","Active"
"48211000000129670","Mangaluru North Market Cam 9","12.924552","74.864067","48211000000048015","48211000000054021","Active"
"48211000000129671","Mangaluru North College Cam 10","12.904254","74.857179","48211000000048015","48211000000054021","Active"
"48211000000129672","Mangaluru North Residential Cam 11","12.904949","74.854108","48211000000048015","48211000000054021","Active"
"48211000000129673","Mangaluru North Stadium Cam 12","12.911888","74.855062","48211000000048015","48211000000054021","Active"
"48211000000129674","Mangaluru North Mosque Cam 13","12.926482","74.858519","48211000000048015","48211000000054021","Active"
"48211000000129675","Mangaluru North Stadium Cam 14","12.911441","74.848769","48211000000048015","48211000000054021","Active"
"48211000000129676","Mangaluru North Railway Junction Cam 15","12.914576","74.853836","48211000000048015","48211000000054021","Active"
"48211000000129677","Mangaluru North College Cam 16","12.908957","74.856174","48211000000048015","48211000000054021","Active"
"48211000000129678","Mangaluru North College Cam 17","12.910277","74.861918","48211000000048015","48211000000054021","Active"
"48211000000129679","Mangaluru South Government Office Cam 1","12.874002","74.842075","48211000000048015","48211000000054022","Active"
"48211000000129680","Mangaluru South College Cam 2","12.87764","74.842544","48211000000048015","48211000000054022","Active"
"48211000000129681","Mangaluru South Stadium Cam 3","12.873063","74.839997","48211000000048015","48211000000054022","Active"
"48211000000129682","Mangaluru South Hospital Cam 4","12.87144","74.840139","48211000000048015","48211000000054022","Active"
"48211000000129683","Mangaluru South College Cam 5","12.875677","74.838642","48211000000048015","48211000000054022","Active"
"48211000000129684","Mangaluru South Mosque Cam 6","12.878443","74.831354","48211000000048015","48211000000054022","Active"
"48211000000129685","Mangaluru South Residential Cam 7","12.855974","74.843394","48211000000048015","48211000000054022","Active"
"48211000000129686","Mangaluru South Stadium Cam 8","12.872887","74.838173","48211000000048015","48211000000054022","Active"
"48211000000129687","Mangaluru South Mosque Cam 9","12.861113","74.841137","48211000000048015","48211000000054022","Active"
"48211000000129688","Mangaluru South College Cam 10","12.877635","74.840834","48211000000048015","48211000000054022","Inactive"
"48211000000129689","Mangaluru South Main Road Junction Cam 11","12.859446","74.845314","48211000000048015","48211000000054022","Active"
"48211000000129690","Mangaluru South Railway Junction Cam 12","12.867998","74.857184","48211000000048015","48211000000054022","Inactive"
"48211000000129691","Mangaluru South School Zone Cam 13","12.8616","74.836882","48211000000048015","48211000000054022","Active"
"48211000000129692","Mangaluru South Temple Cam 14","12.882583","74.847997","48211000000048015","48211000000054022","Active"
"48211000000129693","Mangaluru South Stadium Cam 15","12.876087","74.838048","48211000000048015","48211000000054022","Active"
"48211000000129694","Mangaluru South Market Cam 16","12.871814","74.845653","48211000000048015","48211000000054022","Active"
"48211000000129695","Mangaluru South Government Office Cam 17","12.88292","74.832227","48211000000048015","48211000000054022","Active"
"48211000000129696","Mangaluru South Court Complex Cam 18","12.869926","74.842657","48211000000048015","48211000000054022","Active"
"48211000000129697","Mangaluru South College Cam 19","12.87985","74.842743","48211000000048015","48211000000054022","Active"
"48211000000129698","Belagavi Camp Bus Stand Cam 1","15.854724","74.497495","48211000000048016","48211000000054023","Active"
"48211000000129699","Belagavi Camp Mosque Cam 2","15.839486","74.495561","48211000000048016","48211000000054023","Active"
"48211000000129700","Belagavi Camp Temple Cam 3","15.849888","74.498899","48211000000048016","48211000000054023","Active"
"48211000000129701","Belagavi Camp School Zone Cam 4","15.845515","74.496728","48211000000048016","48211000000054023","Active"
"48211000000129702","Belagavi Camp Temple Cam 5","15.847218","74.496811","48211000000048016","48211000000054023","Active"
"48211000000129703","Belagavi Camp Police HQ Gate Cam 6","15.841356","74.500293","48211000000048016","48211000000054023","Active"
"48211000000129704","Belagavi Camp School Zone Cam 7","15.844808","74.49454","48211000000048016","48211000000054023","Active"
"48211000000129705","Belagavi Camp College Cam 8","15.849766","74.497575","48211000000048016","48211000000054023","Active"
"48211000000129706","Belagavi Camp Main Road Junction Cam 9","15.843652","74.50109","48211000000048016","48211000000054023","Active"
"48211000000129707","Belagavi Camp Temple Cam 10","15.847993","74.505753","48211000000048016","48211000000054023","Active"
"48211000000129708","Belagavi Camp Church Cam 11","15.851533","74.489206","48211000000048016","48211000000054023","Active"
"48211000000129709","Belagavi Camp Stadium Cam 12","15.853183","74.497803","48211000000048016","48211000000054023","Active"
"48211000000129710","Belagavi Camp Police HQ Gate Cam 13","15.85028","74.495027","48211000000048016","48211000000054023","Active"
"48211000000129711","Belagavi Camp Hospital Cam 14","15.84945","74.497891","48211000000048016","48211000000054023","Active"
"48211000000129712","Belagavi Camp Stadium Cam 15","15.856973","74.49288","48211000000048016","48211000000054023","Active"
"48211000000129713","Belagavi Camp Court Complex Cam 16","15.849073","74.491488","48211000000048016","48211000000054023","Active"
"48211000000129714","Belagavi Camp Main Road Junction Cam 17","15.844425","74.497982","48211000000048016","48211000000054023","Active"
"48211000000129715","Belagavi Camp Temple Cam 18","15.850224","74.502707","48211000000048016","48211000000054023","Active"
"48211000000129716","Belagavi Camp College Cam 19","15.848077","74.494701","48211000000048016","48211000000054023","Active"
"48211000000129717","Belagavi Camp Bus Stand Cam 20","15.845101","74.497578","48211000000048016","48211000000054023","Active"
"48211000000129718","Belagavi Camp School Zone Cam 21","15.852629","74.497673","48211000000048016","48211000000054023","Active"
"48211000000129719","Belagavi Camp Mosque Cam 22","15.849411","74.49639","48211000000048016","48211000000054023","Active"
"48211000000129720","Belagavi Camp Main Road Junction Cam 23","15.849932","74.49528","48211000000048016","48211000000054023","Active"
"48211000000129721","Belagavi Rural Temple Cam 1","15.851795","74.517101","48211000000048016","48211000000054024","Active"
"48211000000129722","Belagavi Rural Hospital Cam 2","15.860868","74.507571","48211000000048016","48211000000054024","Active"
"48211000000129723","Belagavi Rural Hospital Cam 3","15.857112","74.505874","48211000000048016","48211000000054024","Active"
"48211000000129724","Belagavi Rural Temple Cam 4","15.865728","74.510624","48211000000048016","48211000000054024","Active"
"48211000000129725","Belagavi Rural Temple Cam 5","15.864412","74.514509","48211000000048016","48211000000054024","Active"
"48211000000129726","Belagavi Rural College Cam 6","15.866338","74.510663","48211000000048016","48211000000054024","Active"
"48211000000129727","Belagavi Rural Mosque Cam 7","15.874676","74.5156","48211000000048016","48211000000054024","Active"
"48211000000129728","Belagavi Rural Railway Junction Cam 8","15.866981","74.508916","48211000000048016","48211000000054024","Active"
"48211000000129729","Belagavi Rural Mosque Cam 9","15.859053","74.501506","48211000000048016","48211000000054024","Active"
"48211000000129730","Belagavi Rural Police HQ Gate Cam 10","15.879685","74.50441","48211000000048016","48211000000054024","Active"
"48211000000129731","Belagavi Rural Main Road Junction Cam 11","15.869007","74.517808","48211000000048016","48211000000054024","Active"
"48211000000129732","Belagavi Rural School Zone Cam 12","15.875701","74.507931","48211000000048016","48211000000054024","Active"
"48211000000129733","Belagavi Rural Residential Cam 13","15.873051","74.514056","48211000000048016","48211000000054024","Active"
"48211000000129734","Belagavi Rural Temple Cam 14","15.867152","74.516656","48211000000048016","48211000000054024","Active"
"48211000000129735","Belagavi Rural Temple Cam 15","15.866748","74.509025","48211000000048016","48211000000054024","Active"
"48211000000129736","Belagavi Rural Court Complex Cam 16","15.856579","74.512204","48211000000048016","48211000000054024","Active"
"48211000000129737","Hubballi City Church Cam 1","15.36089","75.130092","48211000000048017","48211000000054025","Active"
"48211000000129738","Hubballi City Main Road Junction Cam 2","15.366378","75.123341","48211000000048017","48211000000054025","Active"
"48211000000129739","Hubballi City Temple Cam 3","15.365628","75.119171","48211000000048017","48211000000054025","Active"
"48211000000129740","Hubballi City School Zone Cam 4","15.364911","75.118393","48211000000048017","48211000000054025","Active"
"48211000000129741","Hubballi City Market Cam 5","15.359884","75.117452","48211000000048017","48211000000054025","Active"
"48211000000129742","Hubballi City Mosque Cam 6","15.365525","75.130527","48211000000048017","48211000000054025","Active"
"48211000000129743","Hubballi City Hospital Cam 7","15.358491","75.124532","48211000000048017","48211000000054025","Active"
"48211000000129744","Hubballi City Police HQ Gate Cam 8","15.369406","75.123127","48211000000048017","48211000000054025","Active"
"48211000000129745","Hubballi City Residential Cam 9","15.366662","75.113328","48211000000048017","48211000000054025","Active"
"48211000000129746","Hubballi City Main Road Junction Cam 10","15.372831","75.119378","48211000000048017","48211000000054025","Active"
"48211000000129747","Hubballi City College Cam 11","15.361977","75.115327","48211000000048017","48211000000054025","Active"
"48211000000129748","Hubballi City Residential Cam 12","15.364049","75.127561","48211000000048017","48211000000054025","Active"
"48211000000129749","Hubballi City Residential Cam 13","15.36282","75.116889","48211000000048017","48211000000054025","Inactive"
"48211000000129750","Hubballi City Government Office Cam 14","15.360792","75.124164","48211000000048017","48211000000054025","Active"
"48211000000129751","Hubballi City Stadium Cam 15","15.36403","75.121826","48211000000048017","48211000000054025","Active"
"48211000000129752","Hubballi City Police HQ Gate Cam 16","15.36448","75.125342","48211000000048017","48211000000054025","Active"
"48211000000129753","Hubballi City Residential Cam 17","15.364988","75.127471","48211000000048017","48211000000054025","Active"
"48211000000129754","Hubballi City Church Cam 18","15.368057","75.127827","48211000000048017","48211000000054025","Active"
"48211000000129755","Hubballi City Church Cam 19","15.370142","75.123163","48211000000048017","48211000000054025","Active"
"48211000000129756","Hubballi City Residential Cam 20","15.363866","75.121408","48211000000048017","48211000000054025","Active"
"48211000000129757","Hubballi City Church Cam 21","15.360922","75.128137","48211000000048017","48211000000054025","Active"
"48211000000129758","Hubballi City Temple Cam 22","15.361128","75.124895","48211000000048017","48211000000054025","Active"
"48211000000129759","Hubballi City Police HQ Gate Cam 23","15.358007","75.128252","48211000000048017","48211000000054025","Active"
"48211000000129760","Dharwad Bus Stand Cam 1","15.459374","75.002815","48211000000048017","48211000000054026","Active"
"48211000000129761","Dharwad Church Cam 2","15.45723","75.01166","48211000000048017","48211000000054026","Active"
"48211000000129762","Dharwad Mosque Cam 3","15.465049","75.008461","48211000000048017","48211000000054026","Active"
"48211000000129763","Dharwad Mosque Cam 4","15.451166","75.005481","48211000000048017","48211000000054026","Active"
"48211000000129764","Dharwad Market Cam 5","15.459211","74.996803","48211000000048017","48211000000054026","Active"
"48211000000129765","Dharwad Church Cam 6","15.461016","75.010808","48211000000048017","48211000000054026","Active"
"48211000000129766","Dharwad Hospital Cam 7","15.459848","75.017965","48211000000048017","48211000000054026","Active"
"48211000000129767","Dharwad Mosque Cam 8","15.46365","75.017499","48211000000048017","48211000000054026","Active"
"48211000000129768","Dharwad School Zone Cam 9","15.462946","75.00221","48211000000048017","48211000000054026","Active"
"48211000000129769","Dharwad Main Road Junction Cam 10","15.462653","75.006066","48211000000048017","48211000000054026","Active"
"48211000000129770","Dharwad School Zone Cam 11","15.461009","75.017337","48211000000048017","48211000000054026","Active"
"48211000000129771","Dharwad Residential Cam 12","15.448119","75.007573","48211000000048017","48211000000054026","Active"
"48211000000129772","Dharwad Hospital Cam 13","15.463392","75.014173","48211000000048017","48211000000054026","Active"
"48211000000129773","Dharwad Temple Cam 14","15.458424","75.007947","48211000000048017","48211000000054026","Active"
"48211000000129774","Dharwad Police HQ Gate Cam 15","15.458594","75.006198","48211000000048017","48211000000054026","Active"
"48211000000129775","Dharwad Church Cam 16","15.459775","75.009477","48211000000048017","48211000000054026","Active"
"48211000000129776","Dharwad Court Complex Cam 17","15.456215","75.002963","48211000000048017","48211000000054026","Active"
"48211000000129777","Dharwad Stadium Cam 18","15.454595","75.005227","48211000000048017","48211000000054026","Active"
"48211000000129778","Dharwad College Cam 19","15.465035","75.011954","48211000000048017","48211000000054026","Active"
"48211000000129779","Dharwad Main Road Junction Cam 20","15.458136","75.01106","48211000000048017","48211000000054026","Active"
"48211000000129780","Dharwad College Cam 21","15.460327","75.006127","48211000000048017","48211000000054026","Active"
"48211000000129781","Dharwad Main Road Junction Cam 22","15.4561","75.002081","48211000000048017","48211000000054026","Active"
"48211000000129782","Kalaburagi Town Government Office Cam 1","17.328506","76.831454","48211000000048018","48211000000054027","Active"
"48211000000129783","Kalaburagi Town Church Cam 2","17.31986","76.833987","48211000000048018","48211000000054027","Active"
"48211000000129784","Kalaburagi Town Mosque Cam 3","17.338021","76.835395","48211000000048018","48211000000054027","Active"
"48211000000129785","Kalaburagi Town Mosque Cam 4","17.331755","76.834292","48211000000048018","48211000000054027","Active"
"48211000000129786","Kalaburagi Town School Zone Cam 5","17.335275","76.839334","48211000000048018","48211000000054027","Active"
"48211000000129787","Kalaburagi Town Market Cam 6","17.329286","76.834407","48211000000048018","48211000000054027","Active"
"48211000000129788","Kalaburagi Town Main Road Junction Cam 7","17.330636","76.834015","48211000000048018","48211000000054027","Active"
"48211000000129789","Kalaburagi Town Bus Stand Cam 8","17.32935","76.832849","48211000000048018","48211000000054027","Active"
"48211000000129790","Kalaburagi Town Church Cam 9","17.338669","76.833888","48211000000048018","48211000000054027","Active"
"48211000000129791","Kalaburagi Town School Zone Cam 10","17.336549","76.829828","48211000000048018","48211000000054027","Active"
"48211000000129792","Kalaburagi Town Church Cam 11","17.329382","76.835859","48211000000048018","48211000000054027","Active"
"48211000000129793","Kalaburagi Town Bus Stand Cam 12","17.319852","76.837984","48211000000048018","48211000000054027","Active"
"48211000000129794","Kalaburagi Town College Cam 13","17.329666","76.834147","48211000000048018","48211000000054027","Active"
"48211000000129795","Kalaburagi Town Bus Stand Cam 14","17.324023","76.837209","48211000000048018","48211000000054027","Active"
"48211000000129796","Kalaburagi Town Railway Junction Cam 15","17.326221","76.830397","48211000000048018","48211000000054027","Active"
"48211000000129797","Kalaburagi Town Church Cam 16","17.330626","76.836612","48211000000048018","48211000000054027","Active"
"48211000000129798","Kalaburagi Town Market Cam 17","17.334397","76.839764","48211000000048018","48211000000054027","Active"
"48211000000129799","Kalaburagi Town Court Complex Cam 18","17.336877","76.842708","48211000000048018","48211000000054027","Active"
"48211000000129800","Kalaburagi Town Main Road Junction Cam 19","17.332744","76.831267","48211000000048018","48211000000054027","Active"
"48211000000129801","Kalaburagi Town Hospital Cam 20","17.325174","76.83407","48211000000048018","48211000000054027","Active"
"48211000000129802","Kalaburagi Town Residential Cam 21","17.329772","76.833181","48211000000048018","48211000000054027","Active"
"48211000000129803","Kalaburagi Town College Cam 22","17.329957","76.834045","48211000000048018","48211000000054027","Active"
"48211000000129804","Kalaburagi Town Government Office Cam 23","17.335106","76.842161","48211000000048018","48211000000054027","Active"
"48211000000129805","Kalaburagi Town Court Complex Cam 24","17.332016","76.831042","48211000000048018","48211000000054027","Active"
"48211000000129806","Kalaburagi Town Government Office Cam 25","17.330663","76.834545","48211000000048018","48211000000054027","Active"
"48211000000129807","Kalaburagi Town Hospital Cam 26","17.330173","76.834013","48211000000048018","48211000000054027","Active"
"48211000000129808","Kalaburagi Police HQ Gate Cam 1","17.342003","76.847142","48211000000048018","48211000000054028","Active"
"48211000000129809","Kalaburagi Stadium Cam 2","17.347841","76.858233","48211000000048018","48211000000054028","Active"
"48211000000129810","Kalaburagi Hospital Cam 3","17.352322","76.861974","48211000000048018","48211000000054028","Active"
"48211000000129811","Kalaburagi Hospital Cam 4","17.344116","76.856832","48211000000048018","48211000000054028","Inactive"
"48211000000129812","Kalaburagi Temple Cam 5","17.34563","76.862636","48211000000048018","48211000000054028","Inactive"
"48211000000129813","Kalaburagi College Cam 6","17.339315","76.855838","48211000000048018","48211000000054028","Active"
"48211000000129814","Kalaburagi Railway Junction Cam 7","17.348511","76.860501","48211000000048018","48211000000054028","Active"
"48211000000129815","Kalaburagi Church Cam 8","17.344541","76.856102","48211000000048018","48211000000054028","Active"
"48211000000129816","Kalaburagi Market Cam 9","17.34389","76.861056","48211000000048018","48211000000054028","Active"
"48211000000129817","Kalaburagi Main Road Junction Cam 10","17.347892","76.859759","48211000000048018","48211000000054028","Active"
"48211000000129818","Kalaburagi Hospital Cam 11","17.353741","76.851542","48211000000048018","48211000000054028","Active"
"48211000000129819","Kalaburagi Main Road Junction Cam 12","17.341551","76.849922","48211000000048018","48211000000054028","Active"
"48211000000129820","Kalaburagi Police HQ Gate Cam 13","17.346645","76.850243","48211000000048018","48211000000054028","Active"
"48211000000129821","Kalaburagi Mosque Cam 14","17.33751","76.850368","48211000000048018","48211000000054028","Active"
"48211000000129822","Kalaburagi Residential Cam 15","17.341994","76.859716","48211000000048018","48211000000054028","Active"
"48211000000129823","Kalaburagi Bus Stand Cam 16","17.340725","76.855423","48211000000048018","48211000000054028","Active"
"48211000000129824","Kalaburagi Stadium Cam 17","17.348313","76.858435","48211000000048018","48211000000054028","Active"
"48211000000129825","Kalaburagi School Zone Cam 18","17.349971","76.86385","48211000000048018","48211000000054028","Active"
"48211000000129826","Kalaburagi Police HQ Gate Cam 19","17.341956","76.847377","48211000000048018","48211000000054028","Active"
"48211000000129827","Kalaburagi Bus Stand Cam 20","17.347476","76.858686","48211000000048018","48211000000054028","Active"
"48211000000129828","Kalaburagi Temple Cam 21","17.33577","76.854222","48211000000048018","48211000000054028","Active"
"48211000000129829","Bagalkote Government Office Cam 1","16.07633","75.580018","48211000000054381","48211000000072933","Active"
"48211000000129830","Bagalkote School Zone Cam 2","16.065249","75.572212","48211000000054381","48211000000072933","Active"
"48211000000129831","Bagalkote Railway Junction Cam 3","16.068794","75.574311","48211000000054381","48211000000072933","Active"
"48211000000129832","Bagalkote Market Cam 4","16.059441","75.571291","48211000000054381","48211000000072933","Active"
"48211000000129833","Bagalkote Hospital Cam 5","16.080584","75.576224","48211000000054381","48211000000072933","Active"
"48211000000129834","Bagalkote Hospital Cam 6","16.079247","75.568534","48211000000054381","48211000000072933","Active"
"48211000000129835","Bagalkote Main Road Junction Cam 7","16.071728","75.587805","48211000000054381","48211000000072933","Active"
"48211000000129836","Bagalkote Residential Cam 8","16.066931","75.576235","48211000000054381","48211000000072933","Active"
"48211000000129837","Bagalkote Bus Stand Cam 9","16.069578","75.576752","48211000000054381","48211000000072933","Active"
"48211000000129838","Bagalkote Hospital Cam 10","16.060745","75.585233","48211000000054381","48211000000072933","Active"
