CameraName,Latitude,Longitude,Status,UnitId
Belagavi Major Town Center Cam 6044,16.22248,74.616477,Active,48211000000072956
Belagavi Commercial Street Cam 6045,16.221083,74.615833,Active,48211000000072956
Belagavi Police Station Cam 6046,16.222548,74.620709,Active,48211000000072956
Belagavi Market Cam 6047,16.2217,74.620173,Active,48211000000072956
Belagavi Market Cam 6048,16.583388,74.816344,Active,48211000000072960
Belagavi Industrial Area Cam 6049,16.585602,74.813632,Active,48211000000072960
Belagavi Bus Stand Cam 6050,16.583714,74.814192,Active,48211000000072960
Belagavi College Cam 6051,16.581717,74.816752,Active,48211000000072960
Belagavi Government Office Cam 6052,15.786444,75.303172,Active,48211000000072947
Belagavi Market Cam 6053,15.786717,75.302022,Active,48211000000072947
Belagavi College Cam 6054,15.788361,75.300792,Active,48211000000072947
Belagavi School Cam 6055,15.786444,75.303172,Active,48211000000072947
Belagavi Bus Stand Cam 6056,15.786444,75.303172,Active,48211000000072947
Belagavi Government Office Cam 6057,15.784103,75.302252,Active,48211000000072947
Belagavi Village Junction Cam 6058,16.787279,75.014817,Active,48211000000072954
Belagavi Industrial Area Cam 6059,16.788384,75.013338,Active,48211000000072954
Belagavi Village Junction Cam 6060,16.781962,75.016132,Active,48211000000072954
Belagavi Tourist Point Cam 6061,16.786273,75.013845,Active,48211000000072954
Belagavi Residential Area Cam 6062,15.616103,74.821401,Active,48211000000072953
Belagavi Bus Stand Cam 6063,15.613031,74.820518,Active,48211000000072953
Belagavi Police Station Cam 6064,15.610998,74.824685,Active,48211000000072953
Belagavi Government Office Cam 6065,15.615531,74.822335,Active,48211000000072953
Belagavi Railway Station Cam 6066,15.610454,74.823639,Active,48211000000072953
Belagavi Village Junction Cam 6067,15.616962,74.824418,Active,48211000000072953
Belagavi Bus Stand Cam 6068,15.669658,75.144197,Active,48211000000072947
Belagavi Government Office Cam 6069,15.675701,75.144468,Active,48211000000072947
Belagavi Industrial Area Cam 6070,15.824817,74.669424,Active,48211000000072952
Belagavi School Cam 6071,15.825769,74.668785,Active,48211000000072952
Belagavi Highway Junction Cam 6072,15.828202,74.667397,Active,48211000000072952
Belagavi Industrial Area Cam 6073,15.823409,74.672555,Active,48211000000072952
Belagavi Market Cam 6074,15.822083,74.670303,Active,48211000000072952
Belagavi Market Cam 6075,15.824432,74.671366,Active,48211000000072952
Belagavi Government Office Cam 6076,15.874425,74.485892,Active,48211000000072952
Belagavi Major Town Center Cam 6077,15.867732,74.482881,Active,48211000000072952
Belagavi Market Cam 6078,15.868996,74.484976,Active,48211000000072952
Belagavi Residential Area Cam 6079,15.87048,74.484537,Active,48211000000072952
Belagavi Highway Junction Cam 6080,15.874624,74.481385,Active,48211000000072952
Belagavi Police Station Cam 6081,16.235291,75.039176,Active,48211000000072957
Belagavi College Cam 6082,16.239127,75.039487,Active,48211000000072957
Belagavi Major Town Center Cam 6083,16.238178,75.044231,Active,48211000000072957
Belagavi Residential Area Cam 6084,16.235035,75.041253,Active,48211000000072957
Belagavi Residential Area Cam 6085,16.185397,74.788927,Active,48211000000072957
Belagavi Government Office Cam 6086,16.189681,74.788191,Active,48211000000072957
Belagavi College Cam 6087,16.765488,75.238409,Active,48211000000072949
Belagavi Police Station Cam 6088,16.768417,75.239709,Active,48211000000072949
Belagavi Bus Stand Cam 6089,16.434357,74.612576,Active,48211000000072956
Belagavi Hospital Cam 6090,16.439326,74.60664,Active,48211000000072956
Belagavi College Cam 6091,16.441714,74.606439,Active,48211000000072956
Belagavi Residential Area Cam 6092,16.441121,74.609307,Active,48211000000072956
Belagavi Commercial Street Cam 6093,16.437681,74.607239,Active,48211000000072956
Belagavi Market Cam 6094,16.435222,74.612901,Active,48211000000072956
Belagavi School Cam 6095,16.068218,74.538362,Active,48211000000072952
Belagavi Bus Stand Cam 6096,16.069448,74.542218,Active,48211000000072952
Belagavi Market Cam 6097,15.529743,74.440126,Active,48211000000072950
Belagavi Village Junction Cam 6098,15.532104,74.440297,Active,48211000000072950
Belagavi Government Office Cam 6099,16.593965,75.028402,Active,48211000000072959
Belagavi Market Cam 6100,16.594119,75.028384,Active,48211000000072959
Belagavi Village Junction Cam 6101,16.01168,75.319963,Active,48211000000072955
Belagavi Major Town Center Cam 6102,16.012993,75.3267,Active,48211000000072955
Belagavi Bus Stand Cam 6103,16.014478,75.325586,Active,48211000000072955
Belagavi Village Junction Cam 6104,16.015788,75.322954,Active,48211000000072955
Belagavi Residential Area Cam 6105,15.72367,74.469431,Active,48211000000072961
Belagavi Bus Stand Cam 6106,15.716661,74.471141,Active,48211000000072961
Belagavi Police Station Cam 6107,15.717634,74.469298,Active,48211000000072961
Belagavi Commercial Street Cam 6108,15.717018,74.470398,Active,48211000000072961
Belagavi Residential Area Cam 6109,15.759786,74.887784,Active,48211000000072958
Belagavi Commercial Street Cam 6110,15.752377,74.885023,Active,48211000000072958
Belagavi School Cam 6111,16.274703,74.429875,Active,48211000000072956
Belagavi Major Town Center Cam 6112,16.276142,74.428498,Active,48211000000072956
Belagavi Hospital Cam 6113,16.27715,74.428851,Active,48211000000072956
Belagavi Highway Junction Cam 6114,16.277572,74.424374,Active,48211000000072956
Belagavi Bus Stand Cam 6115,16.848836,75.34318,Active,48211000000072949
Belagavi Residential Area Cam 6116,16.851226,75.346399,Active,48211000000072949
Belagavi Residential Area Cam 6117,16.846744,75.34223,Active,48211000000072949
Belagavi Highway Junction Cam 6118,16.846194,75.347783,Active,48211000000072949
Belagavi Government Office Cam 6119,16.847596,75.342179,Active,48211000000072949
Belagavi Commercial Street Cam 6120,16.844154,75.34834,Active,48211000000072949
Belagavi Bus Stand Cam 6121,16.540414,75.116767,Active,48211000000072959
Belagavi Industrial Area Cam 6122,16.539163,75.118721,Active,48211000000072959
Belagavi School Cam 6123,16.535388,75.112487,Active,48211000000072959
Belagavi Major Town Center Cam 6124,16.53383,75.114016,Active,48211000000072959
Belagavi Major Town Center Cam 6125,15.702374,74.647123,Active,48211000000072953
Belagavi Industrial Area Cam 6126,15.698215,74.644141,Active,48211000000072953
Belagavi Major Town Center Cam 6127,15.699003,74.646537,Active,48211000000072953
Belagavi Major Town Center Cam 6128,15.695194,74.643096,Active,48211000000072953
Belagavi Railway Station Cam 6129,15.701041,74.643044,Active,48211000000072953
Belagavi Police Station Cam 6130,15.70178,74.648562,Active,48211000000072953
Belagavi Market Cam 6131,16.422077,74.949479,Active,48211000000072951
Belagavi School Cam 6132,16.424974,74.94693,Active,48211000000072951
Belagavi Police Station Cam 6133,15.702601,74.325094,Active,48211000000072961
Belagavi Hospital Cam 6134,15.702804,74.324004,Active,48211000000072961
Belagavi Commercial Street Cam 6135,16.030497,74.645154,Active,48211000000072952
Belagavi Industrial Area Cam 6136,16.028794,74.649203,Active,48211000000072952
Belagavi Commercial Street Cam 6137,16.028626,74.644553,Active,48211000000072952
Belagavi Village Junction Cam 6138,16.030939,74.652019,Active,48211000000072952
Belagavi Commercial Street Cam 6139,16.029834,74.650705,Active,48211000000072952
Belagavi Major Town Center Cam 6140,16.031967,74.649446,Active,48211000000072952
Belagavi Market Cam 6141,16.037262,74.806162,Active,48211000000072957
Belagavi Bus Stand Cam 6142,16.039426,74.809607,Active,48211000000072957
Belagavi Police Station Cam 6143,16.035407,74.802462,Active,48211000000072957
Belagavi Market Cam 6144,16.038111,74.807281,Active,48211000000072957
Belagavi College Cam 6145,16.034879,74.802127,Active,48211000000072957
Belagavi Market Cam 6146,15.824866,74.764403,Active,48211000000072958
Belagavi Commercial Street Cam 6147,15.826043,74.761303,Active,48211000000072958
Belagavi Village Junction Cam 6148,15.869225,75.043493,Active,48211000000072947
Belagavi Commercial Street Cam 6149,15.869076,75.040832,Active,48211000000072947
Belagavi Railway Station Cam 6150,15.869965,75.04133,Active,48211000000072947
Belagavi Village Junction Cam 6151,15.872856,75.040269,Active,48211000000072947
Belagavi Bus Stand Cam 6152,15.964887,74.438807,Active,48211000000072952
Belagavi Major Town Center Cam 6153,15.964463,74.435895,Active,48211000000072952
Belagavi Bus Stand Cam 6154,15.963122,74.436283,Active,48211000000072952
Belagavi Highway Junction Cam 6155,16.904501,75.052834,Active,48211000000072954
Belagavi Government Office Cam 6156,16.901035,75.052576,Active,48211000000072954
Belagavi Industrial Area Cam 6157,16.899876,75.059474,Active,48211000000072954
Belagavi Tourist Point Cam 6158,16.90428,75.053152,Active,48211000000072954
Belagavi Railway Station Cam 6159,16.903356,75.060006,Active,48211000000072954
Belagavi School Cam 6160,16.41136,74.699517,Active,48211000000072956
Belagavi Highway Junction Cam 6161,16.41035,74.697877,Active,48211000000072956
Belagavi Major Town Center Cam 6162,16.407507,74.699995,Active,48211000000072956
Belagavi Hospital Cam 6163,16.405139,74.698425,Active,48211000000072956
Belagavi Police Station Cam 6164,16.365131,74.439496,Active,48211000000072956
Belagavi Village Junction Cam 6165,16.36375,74.438247,Active,48211000000072956
Belagavi Commercial Street Cam 6166,16.367856,74.436799,Active,48211000000072956
Belagavi Railway Station Cam 6167,16.366953,74.439745,Active,48211000000072956
Belagavi Market Cam 6168,16.367348,74.443812,Active,48211000000072956
Belagavi Village Junction Cam 6169,16.362809,74.437407,Active,48211000000072956
Belagavi Major Town Center Cam 6170,15.484857,74.670871,Active,48211000000072953
Belagavi Commercial Street Cam 6171,15.48994,74.666851,Active,48211000000072953
Belagavi Government Office Cam 6172,15.486677,74.671098,Active,48211000000072953
Belagavi Major Town Center Cam 6173,15.484578,74.669192,Active,48211000000072953
Belagavi Industrial Area Cam 6174,15.958339,74.955719,Active,48211000000072957
Belagavi Village Junction Cam 6175,15.957125,74.953143,Active,48211000000072957
Belagavi Government Office Cam 6176,15.961708,74.958692,Active,48211000000072957
Belagavi Bus Stand Cam 6177,16.856142,75.254552,Active,48211000000072949
Belagavi Highway Junction Cam 6178,16.857112,75.260001,Active,48211000000072949
Belagavi Highway Junction Cam 6179,16.852199,75.259527,Active,48211000000072949
Belagavi Police Station Cam 6180,15.755579,75.034636,Active,48211000000072958
Belagavi Market Cam 6181,15.756416,75.034162,Active,48211000000072958
Belagavi Government Office Cam 6182,15.75341,75.036838,Active,48211000000072958
Belagavi Commercial Street Cam 6183,15.756928,75.035252,Active,48211000000072958
Belagavi Residential Area Cam 6184,15.750965,75.037223,Active,48211000000072958
Belagavi Highway Junction Cam 6185,15.640598,74.5018,Active,48211000000072950
Belagavi Bus Stand Cam 6186,15.641957,74.495913,Active,48211000000072950
Belagavi Village Junction Cam 6187,15.642345,74.502415,Active,48211000000072950
Belagavi Tourist Point Cam 6188,15.636194,74.495839,Active,48211000000072950
Belagavi Village Junction Cam 6189,16.167101,75.182687,Active,48211000000072955
Belagavi Bus Stand Cam 6190,16.168179,75.187499,Active,48211000000072955
Belagavi Residential Area Cam 6191,16.164498,75.184758,Active,48211000000072955
Belagavi Police Station Cam 6192,16.165608,75.185847,Active,48211000000072955
Belagavi School Cam 6193,16.166987,75.184535,Active,48211000000072955
Belagavi Commercial Street Cam 6194,16.007942,75.427942,Active,48211000000072955
Belagavi College Cam 6195,16.00937,75.425973,Active,48211000000072955
Belagavi Hospital Cam 6196,16.007939,75.428527,Active,48211000000072955
Belagavi Police Station Cam 6197,16.00743,75.426662,Active,48211000000072955
Belagavi Village Junction Cam 6198,16.007939,75.428527,Active,48211000000072955
Belagavi School Cam 6199,16.200768,74.706184,Active,48211000000072957
Belagavi Major Town Center Cam 6200,16.205469,74.703941,Active,48211000000072957
Belagavi Market Cam 6201,16.203293,74.705055,Active,48211000000072957
Belagavi Highway Junction Cam 6202,16.260051,74.894085,Active,48211000000072957
Belagavi Industrial Area Cam 6203,16.26469,74.898656,Active,48211000000072957
Belagavi Village Junction Cam 6204,16.259947,74.900713,Active,48211000000072957
Belagavi Residential Area Cam 6205,16.258478,74.896353,Active,48211000000072957
Belagavi Government Office Cam 6206,16.264191,74.89447,Active,48211000000072957
Belagavi Residential Area Cam 6207,16.73137,74.871671,Active,48211000000072954
Belagavi Railway Station Cam 6208,16.730015,74.868798,Active,48211000000072954
Belagavi Police Station Cam 6209,15.988549,75.162204,Active,48211000000072947
Belagavi Highway Junction Cam 6210,15.983291,75.160711,Active,48211000000072947
Belagavi Market Cam 6211,15.983519,75.165256,Active,48211000000072947
Belagavi School Cam 6212,15.984467,75.161115,Active,48211000000072947
Belagavi Railway Station Cam 6213,15.9881,75.166827,Active,48211000000072947
Belagavi Commercial Street Cam 6214,16.545076,74.611833,Active,48211000000072956
Belagavi Village Junction Cam 6215,16.546152,74.614637,Active,48211000000072956
Belagavi Commercial Street Cam 6216,16.545489,74.613607,Active,48211000000072956
Belagavi Bus Stand Cam 6217,16.125958,74.600889,Active,48211000000072952
Belagavi Village Junction Cam 6218,16.122181,74.605168,Active,48211000000072952
Belagavi Market Cam 6219,16.122493,74.599043,Active,48211000000072952
Belagavi Railway Station Cam 6220,16.702513,75.03439,Active,48211000000072954
Belagavi Bus Stand Cam 6221,16.700787,75.033365,Active,48211000000072954
Belagavi Railway Station Cam 6222,16.701125,75.031942,Active,48211000000072954
Belagavi Residential Area Cam 6223,16.44657,74.494281,Active,48211000000072956
Belagavi Highway Junction Cam 6224,16.446642,74.49869,Active,48211000000072956
Belagavi Government Office Cam 6225,15.747633,74.391363,Active,48211000000072961
Belagavi Market Cam 6226,15.746396,74.387347,Active,48211000000072961
Belagavi Commercial Street Cam 6227,15.744183,74.393487,Active,48211000000072961
Belagavi Market Cam 6228,15.892395,75.362156,Active,48211000000072947
Belagavi Railway Station Cam 6229,15.891228,75.365626,Active,48211000000072947
Belagavi Government Office Cam 6230,15.888268,75.367353,Active,48211000000072947
Belagavi Major Town Center Cam 6231,15.889666,75.362444,Active,48211000000072947
Belagavi Police Station Cam 6232,15.889102,75.362445,Active,48211000000072947
Belagavi Industrial Area Cam 6233,15.892576,75.366626,Active,48211000000072947
Belagavi Residential Area Cam 6234,16.457213,74.370906,Active,48211000000072948
Belagavi Residential Area Cam 6235,16.456485,74.369941,Active,48211000000072948
Belagavi Residential Area Cam 6236,16.459617,74.370914,Active,48211000000072948
Belagavi Highway Junction Cam 6237,16.460359,74.366309,Active,48211000000072948
Belagavi Highway Junction Cam 6238,16.46046,74.372421,Active,48211000000072948
Belagavi Market Cam 6239,16.460759,74.367498,Active,48211000000072948
Belagavi Highway Junction Cam 6240,15.672605,74.901499,Active,48211000000072958
Belagavi Commercial Street Cam 6241,15.672266,74.902995,Active,48211000000072958
Belagavi Government Office Cam 6242,16.048417,75.068755,Active,48211000000072947
Belagavi Government Office Cam 6243,16.049178,75.072742,Active,48211000000072947
Belagavi Tourist Point Cam 6244,16.048907,75.066096,Active,48211000000072947
Belagavi Major Town Center Cam 6245,16.043746,75.073571,Active,48211000000072947
Belagavi Bus Stand Cam 6246,16.05037,75.071735,Active,48211000000072947
Belagavi Industrial Area Cam 6247,16.045342,75.073747,Active,48211000000072947
Belagavi Major Town Center Cam 6248,15.891118,75.127323,Active,48211000000072947
Belagavi Village Junction Cam 6249,15.889908,75.123778,Active,48211000000072947
Belagavi Police Station Cam 6250,15.895741,75.123817,Active,48211000000072947
Belagavi Hospital Cam 6251,15.890705,75.126874,Active,48211000000072947
Belagavi Village Junction Cam 6252,16.621144,74.749572,Active,48211000000072960
Belagavi Residential Area Cam 6253,16.623305,74.747878,Active,48211000000072960
Belagavi Railway Station Cam 6254,16.619246,74.749184,Active,48211000000072960
Belagavi Commercial Street Cam 6255,16.619209,74.74759,Active,48211000000072960
Belagavi Market Cam 6256,16.104121,74.865602,Active,48211000000072957
Belagavi Police Station Cam 6257,16.100859,74.868912,Active,48211000000072957
Belagavi Market Cam 6258,16.103075,74.865847,Active,48211000000072957
Belagavi Hospital Cam 6259,16.102874,74.867225,Active,48211000000072957
Belagavi Industrial Area Cam 6260,16.104826,74.868215,Active,48211000000072957
Belagavi Residential Area Cam 6261,16.446476,74.762744,Active,48211000000072951
Belagavi Village Junction Cam 6262,16.447914,74.762235,Active,48211000000072951
Belagavi Bus Stand Cam 6263,16.447174,74.762698,Active,48211000000072951
Belagavi Commercial Street Cam 6264,16.448798,74.769589,Active,48211000000072951
Belagavi Residential Area Cam 6265,16.4464,74.765794,Active,48211000000072951
Belagavi Industrial Area Cam 6266,15.618542,74.627081,Active,48211000000072953
Belagavi Village Junction Cam 6267,15.618298,74.630308,Active,48211000000072953
Belagavi Village Junction Cam 6268,15.617053,74.627607,Active,48211000000072953
Belagavi Government Office Cam 6269,15.618371,74.632,Active,48211000000072953
Belagavi Bus Stand Cam 6270,16.136057,75.004405,Active,48211000000072957
Belagavi Government Office Cam 6271,16.135298,75.004745,Active,48211000000072957
Belagavi Commercial Street Cam 6272,16.139885,74.998814,Active,48211000000072957
Belagavi Highway Junction Cam 6273,15.735682,75.244197,Active,48211000000072947
Belagavi Bus Stand Cam 6274,15.740719,75.246951,Active,48211000000072947
Belagavi Railway Station Cam 6275,15.736095,75.244749,Active,48211000000072947
Belagavi Market Cam 6276,15.441884,74.729813,Active,48211000000072953
Belagavi Village Junction Cam 6277,15.443086,74.724683,Active,48211000000072953
Belagavi Government Office Cam 6278,15.436592,74.731525,Active,48211000000072953
Belagavi Market Cam 6279,15.444254,74.729023,Active,48211000000072953
Belagavi Tourist Point Cam 6280,15.44425,74.725423,Active,48211000000072953
Belagavi Railway Station Cam 6281,15.437424,74.726746,Active,48211000000072953
Belagavi College Cam 6282,16.610975,75.190736,Active,48211000000072959
Belagavi School Cam 6283,16.616586,75.191883,Active,48211000000072959
Belagavi School Cam 6284,16.609105,75.189919,Active,48211000000072959
Belagavi Hospital Cam 6285,16.609591,75.190488,Active,48211000000072959
Belagavi College Cam 6286,16.612068,75.188514,Active,48211000000072959
Belagavi Village Junction Cam 6287,16.761678,75.162946,Active,48211000000072954
Belagavi Government Office Cam 6288,16.76302,75.160885,Active,48211000000072954
Belagavi Tourist Point Cam 6289,16.765977,75.166298,Active,48211000000072954
Ballari Village Junction Cam 6290,15.514869,76.862966,Active,48211000000072943
Ballari Residential Area Cam 6291,14.804391,75.745619,Active,48211000000072944
Ballari Bus Stand Cam 6292,14.811723,75.739212,Active,48211000000072944
Ballari Village Junction Cam 6293,14.626752,76.554235,Active,48211000000072942
Ballari School Cam 6294,14.625124,76.55385,Active,48211000000072942
Ballari Hospital Cam 6295,14.626313,76.54883,Active,48211000000072942
Ballari Police Station Cam 6296,15.187139,76.241228,Active,48211000000072946
Ballari Major Town Center Cam 6297,15.034644,77.074838,Active,48211000000072945
Ballari Major Town Center Cam 6298,15.030951,77.077594,Active,48211000000072945
Ballari Major Town Center Cam 6299,15.035136,77.077369,Active,48211000000072945
Ballari Railway Station Cam 6300,15.145065,76.659596,Active,48211000000072946
Ballari Market Cam 6301,15.147639,76.655405,Active,48211000000072946
Ballari Major Town Center Cam 6302,15.143146,76.656546,Active,48211000000072946
Ballari College Cam 6303,15.149372,76.655577,Active,48211000000072946
Ballari Government Office Cam 6304,14.803341,76.16216,Active,48211000000072942
Ballari Village Junction Cam 6305,14.803654,76.166026,Active,48211000000072942
Ballari Major Town Center Cam 6306,14.808185,76.166226,Active,48211000000072942
Ballari Market Cam 6307,15.801265,77.054403,Active,48211000000072943
Ballari Government Office Cam 6308,15.805431,77.053213,Active,48211000000072943
Ballari Commercial Street Cam 6309,15.805664,77.051698,Active,48211000000072943
Ballari Government Office Cam 6310,15.115834,75.902999,Active,48211000000072944
Ballari College Cam 6311,15.114517,75.905802,Active,48211000000072944
Ballari College Cam 6312,15.113996,75.902439,Active,48211000000072944
Ballari Government Office Cam 6313,14.883794,76.438015,Active,48211000000072942
Ballari Market Cam 6314,15.334691,77.065826,Active,48211000000072945
Ballari Industrial Area Cam 6315,15.334883,77.067085,Active,48211000000072945
Ballari Village Junction Cam 6316,15.390338,76.650226,Active,48211000000072946
Ballari Highway Junction Cam 6317,15.390753,76.655634,Active,48211000000072946
Ballari Bus Stand Cam 6318,15.390579,76.648634,Active,48211000000072946
Ballari Highway Junction Cam 6319,15.394709,76.651479,Active,48211000000072946
Ballari Village Junction Cam 6320,15.326537,76.427286,Active,48211000000072946
Ballari Government Office Cam 6321,15.194202,76.893091,Active,48211000000072945
Ballari Tourist Point Cam 6322,14.800804,76.652726,Active,48211000000072942
Ballari Market Cam 6323,14.803085,76.655472,Active,48211000000072942
Ballari Police Station Cam 6324,14.802317,76.65378,Active,48211000000072942
Ballari Industrial Area Cam 6325,14.804475,76.650403,Active,48211000000072942
Ballari Village Junction Cam 6326,15.035682,76.112133,Active,48211000000072944
Ballari Highway Junction Cam 6327,15.034949,76.113207,Active,48211000000072944
Ballari Hospital Cam 6328,15.073846,76.480254,Active,48211000000072946
Ballari Market Cam 6329,15.07209,76.480675,Active,48211000000072946
Ballari Residential Area Cam 6330,15.071868,76.484129,Active,48211000000072946
Ballari Police Station Cam 6331,15.077175,76.48502,Active,48211000000072946
Ballari Village Junction Cam 6332,14.977238,76.283409,Active,48211000000072942
Ballari Government Office Cam 6333,14.98296,76.286416,Active,48211000000072942
Ballari Police Station Cam 6334,14.979311,76.286255,Active,48211000000072942
Ballari Major Town Center Cam 6335,14.983407,76.283794,Active,48211000000072942
Ballari Village Junction Cam 6336,14.963421,75.836652,Active,48211000000072944
Ballari Major Town Center Cam 6337,14.960038,75.837166,Active,48211000000072944
Ballari Commercial Street Cam 6338,15.652384,76.962676,Active,48211000000072943
Ballari Industrial Area Cam 6339,15.650544,76.963264,Active,48211000000072943
Ballari Industrial Area Cam 6340,14.750581,76.321623,Active,48211000000072942
Ballari Residential Area Cam 6341,14.750237,76.321326,Active,48211000000072942
Ballari Industrial Area Cam 6342,14.749964,76.326131,Active,48211000000072942
Ballari College Cam 6343,15.655878,77.122747,Active,48211000000072943
Ballari School Cam 6344,15.654302,77.126061,Active,48211000000072943
Ballari Industrial Area Cam 6345,15.343723,76.83189,Active,48211000000072946
Ballari Major Town Center Cam 6346,15.344319,76.83439,Active,48211000000072946
Ballari Major Town Center Cam 6347,15.347458,76.831656,Active,48211000000072946
Ballari College Cam 6348,14.957343,76.595549,Active,48211000000072942
Ballari Residential Area Cam 6349,14.956692,76.590251,Active,48211000000072942
Ballari College Cam 6350,15.197902,77.112858,Active,48211000000072945
Ballari Highway Junction Cam 6351,15.203132,77.112598,Active,48211000000072945
Ballari Government Office Cam 6352,15.052034,76.941281,Active,48211000000072945
Ballari Market Cam 6353,15.425072,76.959955,Active,48211000000072945
Ballari Industrial Area Cam 6354,15.419278,76.958759,Active,48211000000072945
Ballari Village Junction Cam 6355,15.421875,76.956675,Active,48211000000072945
Ballari School Cam 6356,14.760718,76.52716,Active,48211000000072942
Ballari Railway Station Cam 6357,14.763876,76.525382,Active,48211000000072942
Ballari School Cam 6358,14.762664,76.525621,Active,48211000000072942
Ballari Industrial Area Cam 6359,14.76461,76.53222,Active,48211000000072942
Ballari Railway Station Cam 6360,15.272482,76.703133,Active,48211000000072946
Ballari Highway Junction Cam 6361,15.271566,76.701474,Active,48211000000072946
Ballari Commercial Street Cam 6362,15.272958,76.702282,Active,48211000000072946
Ballari College Cam 6363,15.271102,76.700167,Active,48211000000072946
Ballari Commercial Street Cam 6364,15.291202,76.549042,Active,48211000000072946
Ballari College Cam 6365,15.288946,76.552295,Active,48211000000072946
Ballari Market Cam 6366,15.293179,76.551823,Active,48211000000072946
Ballari Village Junction Cam 6367,14.670842,76.435443,Active,48211000000072942
Ballari Hospital Cam 6368,14.666989,76.432677,Active,48211000000072942
Ballari College Cam 6369,14.670455,76.435045,Active,48211000000072942
Ballari Tourist Point Cam 6370,14.96501,76.01272,Active,48211000000072944
Ballari Railway Station Cam 6371,14.960201,76.006893,Active,48211000000072944
Ballari School Cam 6372,15.135882,76.781093,Active,48211000000072946
Ballari Market Cam 6373,15.134114,76.776866,Active,48211000000072946
Ballari Market Cam 6374,14.917293,76.121385,Active,48211000000072944
Ballari Market Cam 6375,15.238757,76.347875,Active,48211000000072946
Ballari Commercial Street Cam 6376,15.235476,76.352037,Active,48211000000072946
Ballari Village Junction Cam 6377,15.234693,76.35045,Active,48211000000072946
Ballari Market Cam 6378,15.465365,76.741746,Active,48211000000072946
Ballari Residential Area Cam 6379,15.464089,76.740152,Active,48211000000072946
Ballari Police Station Cam 6380,15.46682,76.745639,Active,48211000000072946
Ballari Highway Junction Cam 6381,15.076382,76.367484,Active,48211000000072946
Ballari Bus Stand Cam 6382,15.074573,76.364538,Active,48211000000072946
Ballari Railway Station Cam 6383,15.069678,76.370387,Active,48211000000072946
Ballari Bus Stand Cam 6384,15.069448,76.36358,Active,48211000000072946
Ballari Hospital Cam 6385,14.686423,76.230795,Active,48211000000072942
